timestamp,header,seq,stamp,secs,nsecs,frame_id,unit,voltage,reading
1587851142194774145,,11,,1587851142,150422096,'','',1.7182418108,1.0
1587851142420562395,,12,,1587851142,399956941,'','',1.70901095867,1.0
1587851142669708562,,13,,1587851142,644788026,'','',1.68439555168,1.0
1587851142921933978,,14,,1587851142,899368047,'','',1.72263741493,1.0
1587851143152047937,,15,,1587851143,144690990,'','',1.68659341335,1.0
1587851143403166853,,16,,1587851143,397200107,'','',1.71076917648,1.0
1587851143647996978,,17,,1587851143,644638061,'','',1.68879127502,1.0
1587851143899153895,,18,,1587851143,894619941,'','',1.691868186,1.0
1587851144151417270,,19,,1587851144,145787954,'','',1.69890105724,1.0
1587851144398837020,,20,,1587851144,394618988,'','',1.68351650238,1.0
1587851144647742604,,21,,1587851144,644599914,'','',1.68835163116,1.0
1587851144898092104,,22,,1587851144,894399881,'','',1.68835163116,1.0
1587851145147664395,,23,,1587851145,144629001,'','',1.687032938,1.0
1587851145397808520,,24,,1587851145,394365072,'','',1.68263733387,1.0
1587851145650777687,,25,,1587851145,645390033,'','',1.69978022575,1.0
1587851145898632770,,26,,1587851145,894495010,'','',1.69142854214,1.0
1587851146150801854,,27,,1587851146,144619941,'','',1.69758248329,1.0
1587851146403236687,,28,,1587851146,398657083,'','',1.71736264229,1.0
1587851146653642479,,29,,1587851146,645016908,'','',1.70329666138,1.0
1587851146899661562,,30,,1587851146,894872903,'','',1.70461535454,1.0
1587851147148446479,,31,,1587851147,144660949,'','',1.69714283943,1.0
1587851147399020312,,32,,1587851147,394624948,'','',1.69626379013,1.0
1587851147650314396,,33,,1587851147,644927024,'','',1.70285713673,1.0
1587851147899952729,,34,,1587851147,894602060,'','',1.70197796822,1.0
1587851148151616687,,35,,1587851148,148489952,'','',1.71956038475,1.0
1587851148399081729,,36,,1587851148,394534111,'','',1.69626379013,1.0
1587851148652180271,,37,,1587851148,644936084,'','',1.70461535454,1.0
1587851148899627687,,38,,1587851148,894392013,'','',1.70285713673,1.0
1587851149150780646,,39,,1587851149,144642114,'','',1.69978022575,1.0
1587851149398204854,,40,,1587851149,394597053,'','',1.70065939426,1.0
1587851149652072604,,41,,1587851149,644906997,'','',1.70637369156,1.0
1587851149898591521,,42,,1587851149,894587039,'','',1.70549452305,1.0
1587851150150595479,,43,,1587851150,144968986,'','',1.70857143402,1.0
1587851150398068104,,44,,1587851150,394536018,'','',1.70197796822,1.0
1587851150652917646,,45,,1587851150,644932031,'','',1.71120882034,1.0
1587851150898481729,,46,,1587851150,894444942,'','',1.70681321621,1.0
1587851151150160729,,47,,1587851151,144565105,'','',1.70725274086,1.0
1587851151399720813,,48,,1587851151,394752025,'','',1.71164834499,1.0
1587851151648419521,,49,,1587851151,644543886,'','',1.71032965183,1.0
1587851151899302604,,50,,1587851151,894491910,'','',1.71296703815,1.0
1587851152159465896,,51,,1587851152,150701999,'','',1.691868186,1.0
1587851152398124271,,52,,1587851152,394355058,'','',1.70857143402,1.0
1587851152651698896,,53,,1587851152,645117044,'','',1.72131872177,1.0
1587851152899476730,,54,,1587851152,896289110,'','',1.72219777107,1.0
1587851153150253980,,55,,1587851153,144735097,'','',1.7182418108,1.0
1587851153401723188,,56,,1587851153,394922971,'','',1.72043955326,1.0
1587851153652973188,,57,,1587851153,644572019,'','',1.71956038475,1.0
1587851153900009355,,58,,1587851153,895246028,'','',1.72307693958,1.0
1587851154152609980,,59,,1587851154,145044088,'','',1.72307693958,1.0
1587851154408896480,,60,,1587851154,398056030,'','',1.7059340477,1.0
1587851154660999271,,61,,1587851154,655005931,'','',1.64175820351,1.0
1587851154898441396,,62,,1587851154,894401073,'','',1.72395610809,1.0
