timestamp,data,secs,nsecs
1587851135920174728,,10,189136028
1587851136923583561,,11,191283941
1587851137927494561,,12,189733982
1587851138994576270,,13,196408033
1587851139920798270,,14,189653873
1587851140927038478,,15,189384937
1587851141921772103,,16,189712048
1587851142927183312,,17,189661026
1587851143920974520,,18,189903021
1587851144921105979,,19,189720869
1587851145921802729,,20,189476967
1587851146921226687,,21,189907074
1587851147919995479,,22,189015865
1587851148921217896,,23,189817905
1587851149920895771,,24,189503908
1587851150921983688,,25,189914942
1587851151922478104,,26,191254854
1587851152922299938,,27,190149069
1587851153920801521,,28,189811945
1587851154919681480,,29,188881874
1587851155921589897,,30,190382004
1587851156921643397,,31,189841032
1587851157920417355,,32,189442873
1587851158921027730,,33,189651966
1587851159921663980,,34,189816952
1587851160921314189,,35,190002918
1587851161921647064,,36,190320969
1587851162921940272,,37,190146923
1587851163924346356,,38,191418886
1587851164921055856,,39,189761877
1587851165921657606,,40,190432072
1587851166920720565,,41,189821959
1587851167921225356,,42,189738989
1587851168921261773,,43,189676046
1587851169920970690,,44,189697027
1587851170923997440,,45,192951918
1587851171920774857,,46,189702988
1587851172920910690,,47,189811945
1587851173920381690,,48,189197063
1587851174921446482,,49,190243959
1587851175922985357,,50,192127943
1587851176926151649,,51,195340872
1587851177921019816,,52,189772844
1587851178920640066,,53,189810038
1587851179920654358,,54,189574957
1587851180920419483,,55,189514875
1587851181921181650,,56,189449072
1587851182919968108,,57,188983917
1587851183921188692,,58,189563036
1587851184921588192,,59,189924002
1587851185929804234,,60,195715904
1587851186921270192,,61,190006971
1587851187920114067,,62,189077854
1587851188921023817,,63,190173864
1587851189919748192,,64,188905001
1587851190920666984,,65,189816952
1587851191920472693,,66,189518928
1587851192920486484,,67,189606905
1587851193921374651,,68,189679861
1587851194920569985,,69,189399958
1587851195928093735,,70,195498943
1587851196920907360,,71,190063000
1587851197921379610,,72,189993858
1587851198920893068,,73,189861059
1587851199920925027,,74,189460993
1587851200921096777,,75,189678907
1587851201922169485,,76,189431906
1587851202921063777,,77,190090895
1587851203920633194,,78,189661026
1587851204920567027,,79,189728022
1587851205925163444,,80,191827059
1587851206922472111,,81,191272020
1587851207921223944,,82,189703941
1587851208921961903,,83,191208839
1587851209920876903,,84,189177990
1587851210920994611,,85,189826965
1587851211920803862,,86,189744949
1587851212921544445,,87,189836979
1587851213920271612,,88,189286947
1587851214921036654,,89,189589024
1587851215921487029,,90,189831972
1587851216921742321,,91,189903974
1587851217923974196,,92,192535877
1587851218921051154,,93,189691067
1587851219921529446,,94,189856052
1587851220920839946,,95,189960003
1587851221921484404,,96,189916849
1587851222920992905,,97,189705849
1587851223922522113,,98,189686060
1587851224919679155,,99,188883066
1587851225927264738,,100,195797920
1587851226920686613,,101,189802885
1587851227921092864,,102,189715862
1587851228920635405,,103,189570904
1587851229920524739,,104,189538002
1587851230921333614,,105,189559936
