timestamp,header,seq,stamp,secs,nsecs,frame_id,unit,voltage,reading
1587851141595481645,,1,,1587851141,593453884,'',"""celsius""",1.67912089825,690.408874512
1587851142596708562,,2,,1587851142,593408107,'',"""celsius""",1.68000006676,690.841918945
1587851143595688645,,3,,1587851143,593935012,'',"""celsius""",1.68087911606,691.274963379
1587851144597094062,,4,,1587851144,595320940,'',"""celsius""",1.68439555168,693.007507324
1587851145594974645,,5,,1587851145,593339920,'',"""celsius""",1.67912089825,690.408874512
1587851146596501312,,6,,1587851146,593944072,'',"""celsius""",1.68351650238,692.57434082
1587851147596413521,,7,,1587851147,594250917,'',"""celsius""",1.68307697773,692.357727051
1587851148596026687,,8,,1587851148,594259023,'',"""celsius""",1.68043959141,691.05847168
1587851149596510854,,9,,1587851149,594515085,'',"""celsius""",1.68263733387,692.141174316
1587851150595983521,,10,,1587851150,594012975,'',"""celsius""",1.68043959141,691.05847168
1587851151596846771,,11,,1587851151,594233036,'',"""celsius""",1.68219780922,691.924621582
1587851152600521313,,12,,1587851152,597601890,'',"""celsius""",1.68439555168,693.007507324
1587851153596042021,,13,,1587851153,593902111,'',"""celsius""",1.68219780922,691.924621582
1587851154596023396,,14,,1587851154,593581914,'',"""celsius""",1.68395602703,692.790893555
1587851155596108397,,15,,1587851155,594337940,'',"""celsius""",1.687032938,694.307128906
1587851156598751522,,16,,1587851156,597110986,'',"""celsius""",1.68527472019,693.440673828
1587851157598508397,,17,,1587851157,594999074,'',"""celsius""",1.69054949284,696.040344238
1587851158595577605,,18,,1587851158,593588113,'',"""celsius""",1.69406592846,697.773864746
1587851159597608980,,19,,1587851159,595333099,'',"""celsius""",1.68527472019,693.440673828
1587851160595424272,,20,,1587851160,593508958,'',"""celsius""",1.69142854214,696.473693848
1587851161595198564,,21,,1587851161,593527078,'',"""celsius""",1.69318675995,697.340454102
1587851162596485564,,22,,1587851162,594747066,'',"""celsius""",1.68439555168,693.007507324
1587851163597549981,,23,,1587851163,595665931,'',"""celsius""",1.68351650238,692.57434082
1587851164596242314,,24,,1587851164,594216108,'',"""celsius""",1.68527472019,693.440673828
1587851165595364773,,25,,1587851165,593517065,'',"""celsius""",1.68835163116,694.95703125
1587851166597651731,,26,,1587851166,595539093,'',"""celsius""",1.68527472019,693.440673828
1587851167596433815,,27,,1587851167,593501091,'',"""celsius""",1.687032938,694.307128906
1587851168596272356,,28,,1587851168,594239950,'',"""celsius""",1.68395602703,692.790893555
1587851169595097398,,29,,1587851169,593421936,'',"""celsius""",1.68175828457,691.708068848
1587851170596702232,,30,,1587851170,594429969,'',"""celsius""",1.68131864071,691.491516113
1587851171595984023,,31,,1587851171,594216108,'',"""celsius""",1.6795604229,690.625427246
1587851172595496482,,32,,1587851172,593640089,'',"""celsius""",1.68175828457,691.708068848
1587851173596298649,,33,,1587851173,594499111,'',"""celsius""",1.67692303658,689.326416016
1587851174596917274,,34,,1587851174,593527078,'',"""celsius""",1.67912089825,690.408874512
1587851175595566482,,35,,1587851175,593945026,'',"""celsius""",1.6729670763,687.378417969
1587851176595490024,,36,,1587851176,593585968,'',"""celsius""",1.68000006676,690.841918945
1587851177602345649,,37,,1587851177,600076913,'',"""celsius""",1.66373622417,682.835510254
1587851178595462983,,38,,1587851178,593344926,'',"""celsius""",1.67604398727,688.893493652
1587851179595347858,,39,,1587851179,593686103,'',"""celsius""",1.67560434341,688.677001953
1587851180596491733,,40,,1587851180,594436883,'',"""celsius""",1.67208790779,686.945617676
1587851181596649150,,41,,1587851181,594209909,'',"""celsius""",1.67340660095,687.594848633
1587851182596569025,,42,,1587851182,594244956,'',"""celsius""",1.67692303658,689.326416016
1587851183596546025,,43,,1587851183,594734907,'',"""celsius""",1.67208790779,686.945617676
1587851184594992650,,44,,1587851184,593405008,'',"""celsius""",1.67604398727,688.893493652
1587851185595535775,,45,,1587851185,593796968,'',"""celsius""",1.67076921463,686.296447754
1587851186595314942,,46,,1587851186,593379020,'',"""celsius""",1.67692303658,689.326416016
1587851187595461192,,47,,1587851187,593743085,'',"""celsius""",1.67428576946,688.027709961
1587851188595678942,,48,,1587851188,593430042,'',"""celsius""",1.67736268044,689.542907715
1587851189597283109,,49,,1587851189,594219923,'',"""celsius""",1.67208790779,686.945617676
1587851190598158401,,50,,1587851190,595668077,'',"""celsius""",1.6738461256,687.811279297
1587851191599314068,,51,,1587851191,597115039,'',"""celsius""",1.67208790779,686.945617676
1587851192597511818,,52,,1587851192,595175981,'',"""celsius""",1.67604398727,688.893493652
1587851193595754943,,53,,1587851193,594017982,'',"""celsius""",1.67516481876,688.460571289
1587851194606529568,,54,,1587851194,601258993,'',"""celsius""",1.67648351192,689.109924316
1587851195596130568,,55,,1587851195,593498945,'',"""celsius""",1.67692303658,689.326416016
1587851196597269485,,56,,1587851196,594326019,'',"""celsius""",1.67472529411,688.244140625
1587851197597673235,,57,,1587851197,595638990,'',"""celsius""",1.67736268044,689.542907715
1587851198599203110,,58,,1587851198,596992969,'',"""celsius""",1.6729670763,687.378417969
1587851199596704610,,59,,1587851199,593975067,'',"""celsius""",1.67516481876,688.460571289
1587851200597777735,,60,,1587851200,595653057,'',"""celsius""",1.67516481876,688.460571289
1587851201595757569,,61,,1587851201,594146013,'',"""celsius""",1.67912089825,690.408874512
1587851202596496694,,62,,1587851202,594355106,'',"""celsius""",1.67560434341,688.677001953
1587851203596100402,,63,,1587851203,594360113,'',"""celsius""",1.6786813736,690.192382812
1587851204596398236,,64,,1587851204,593965053,'',"""celsius""",1.67912089825,690.408874512
1587851205597835194,,65,,1587851205,595504999,'',"""celsius""",1.67516481876,688.460571289
1587851206598152611,,66,,1587851206,594769954,'',"""celsius""",1.68000006676,690.841918945
1587851207601801028,,67,,1587851207,599334955,'',"""celsius""",1.66901099682,685.431030273
1587851208602495986,,68,,1587851208,598876953,'',"""celsius""",1.66769230366,684.782043457
1587851209596726986,,69,,1587851209,594644069,'',"""celsius""",1.67736268044,689.542907715
1587851210596307570,,70,,1587851210,594258069,'',"""celsius""",1.68131864071,691.491516113
1587851211595527403,,71,,1587851211,593854904,'',"""celsius""",1.68087911606,691.274963379
1587851212596110612,,72,,1587851212,594018936,'',"""celsius""",1.68131864071,691.491516113
1587851213595996028,,73,,1587851213,594269037,'',"""celsius""",1.68175828457,691.708068848
1587851214597470820,,74,,1587851214,594274044,'',"""celsius""",1.68219780922,691.924621582
1587851215602822570,,75,,1587851215,597707033,'',"""celsius""",1.67428576946,688.027709961
1587851216596386279,,76,,1587851216,593977928,'',"""celsius""",1.68439555168,693.007507324
1587851217596811196,,77,,1587851217,594631910,'',"""celsius""",1.68175828457,691.708068848
1587851218596075987,,78,,1587851218,594082117,'',"""celsius""",1.68307697773,692.357727051
1587851219596384154,,79,,1587851219,594260931,'',"""celsius""",1.67736268044,689.542907715
1587851220596113613,,80,,1587851220,593683004,'',"""celsius""",1.68439555168,693.007507324
1587851221596137446,,81,,1587851221,593703985,'',"""celsius""",1.68087911606,691.274963379
1587851222596480613,,82,,1587851222,594192981,'',"""celsius""",1.68175828457,691.708068848
1587851223597086030,,83,,1587851223,595047950,'',"""celsius""",1.67516481876,688.460571289
1587851224597258780,,84,,1587851224,594163894,'',"""celsius""",1.67824172974,689.975891113
1587851225599313322,,85,,1587851225,594640016,'',"""celsius""",1.67208790779,686.945617676
1587851226597617697,,86,,1587851226,596000909,'',"""celsius""",1.67472529411,688.244140625
1587851227598626280,,87,,1587851227,596909999,'',"""celsius""",1.66857147217,685.21472168
1587851228596274405,,88,,1587851228,594367027,'',"""celsius""",1.68043959141,691.05847168
1587851229598091114,,89,,1587851229,594005107,'',"""celsius""",1.67736268044,689.542907715
1587851230599202239,,90,,1587851230,596780061,'',"""celsius""",1.67472529411,688.244140625
1587851231596961697,,91,,1587851231,594841003,'',"""celsius""",1.67120885849,686.512878418
1587851232595365364,,92,,1587851232,593381881,'',"""celsius""",1.68043959141,691.05847168
1587851233596315364,,93,,1587851233,593688011,'',"""celsius""",1.67472529411,688.244140625
1587851234598359573,,94,,1587851234,596262931,'',"""celsius""",1.67516481876,688.460571289
1587851235599562698,,95,,1587851235,594979047,'',"""celsius""",1.67208790779,686.945617676
1587851236595292865,,96,,1587851236,593480110,'',"""celsius""",1.67780220509,689.759399414
1587851237595435823,,97,,1587851237,593470096,'',"""celsius""",1.67340660095,687.594848633
1587851238595342031,,98,,1587851238,593624114,'',"""celsius""",1.67604398727,688.893493652
1587851239595946615,,99,,1587851239,594166040,'',"""celsius""",1.67252743244,687.16204834
1587851240596046907,,100,,1587851240,594021081,'',"""celsius""",1.67692303658,689.326416016
1587851241595203948,,101,,1587851241,593468904,'',"""celsius""",1.67164838314,686.729248047
1587851242599578699,,102,,1587851242,597517013,'',"""celsius""",1.66461539268,683.268005371
1587851243596999365,,103,,1587851243,595197916,'',"""celsius""",1.66989016533,685.863769531
1587851244595622032,,104,,1587851244,593449115,'',"""celsius""",1.67516481876,688.460571289
1587851245596032282,,105,,1587851245,594052076,'',"""celsius""",1.66857147217,685.21472168
1587851246598428032,,106,,1587851246,596517086,'',"""celsius""",1.66373622417,682.835510254
1587851247597449783,,107,,1587851247,594711065,'',"""celsius""",1.66461539268,683.268005371
1587851248600872324,,108,,1587851248,598697900,'',"""celsius""",1.6786813736,690.192382812
1587851249603472158,,109,,1587851249,601085901,'',"""celsius""",1.6786813736,690.192382812
1587851250600174158,,110,,1587851250,594971895,'',"""celsius""",1.66197800636,681.97064209
1587851251595785950,,111,,1587851251,594042062,'',"""celsius""",1.66153848171,681.754394531
1587851252595470950,,112,,1587851252,593674898,'',"""celsius""",1.66417586803,683.051757812
1587851253596821408,,113,,1587851253,593897104,'',"""celsius""",1.66153848171,681.754394531
1587851254596360450,,114,,1587851254,594540119,'',"""celsius""",1.66505491734,683.484313965
1587851255598117450,,115,,1587851255,595401048,'',"""celsius""",1.6654945612,683.700561523
1587851256598685617,,116,,1587851256,596189022,'',"""celsius""",1.67076921463,686.296447754
1587851257596309409,,117,,1587851257,594449043,'',"""celsius""",1.66373622417,682.835510254
1587851258595079867,,118,,1587851258,593404054,'',"""celsius""",1.66329669952,682.619262695
1587851259596004201,,119,,1587851259,593955039,'',"""celsius""",1.66197800636,681.97064209
1587851260596159951,,120,,1587851260,593523979,'',"""celsius""",1.66505491734,683.484313965
1587851261596303743,,121,,1587851261,594217061,'',"""celsius""",1.66373622417,682.835510254
1587851262595188034,,122,,1587851262,593485116,'',"""celsius""",1.66505491734,683.484313965
1587851263595417868,,123,,1587851263,593854904,'',"""celsius""",1.66241765022,682.186828613
1587851264595490160,,124,,1587851264,593822956,'',"""celsius""",1.66769230366,684.782043457
1587851265596460160,,125,,1587851265,594208955,'',"""celsius""",1.66813182831,684.998352051
1587851266595590201,,126,,1587851266,593923091,'',"""celsius""",1.6729670763,687.378417969
1587851267596271743,,127,,1587851267,594186067,'',"""celsius""",1.67208790779,686.945617676
1587851268598802077,,128,,1587851268,596738100,'',"""celsius""",1.68263733387,692.141174316
1587851269597264118,,129,,1587851269,593450069,'',"""celsius""",1.66417586803,683.051757812
1587851270596413244,,130,,1587851270,594266891,'',"""celsius""",1.67208790779,686.945617676
1587851271597945410,,131,,1587851271,595371961,'',"""celsius""",1.6729670763,687.378417969
1587851272595511202,,132,,1587851272,593679904,'',"""celsius""",1.67208790779,686.945617676
1587851273595443827,,133,,1587851273,593820095,'',"""celsius""",1.66681313515,684.34942627
1587851274595732411,,134,,1587851274,593522071,'',"""celsius""",1.67076921463,686.296447754
1587851275600471578,,135,,1587851275,597258090,'',"""celsius""",1.6795604229,690.625427246
1587851276595697578,,136,,1587851276,593878984,'',"""celsius""",1.67252743244,687.16204834
1587851277595511786,,137,,1587851277,593410968,'',"""celsius""",1.66901099682,685.431030273
1587851278596082620,,138,,1587851278,594338893,'',"""celsius""",1.67560434341,688.677001953
1587851279602149370,,139,,1587851279,599072933,'',"""celsius""",1.69142854214,696.473693848
1587851280596173828,,140,,1587851280,594029903,'',"""celsius""",1.67428576946,688.027709961
1587851281598889662,,141,,1587851281,596681118,'',"""celsius""",1.6795604229,690.625427246
1587851282596518870,,142,,1587851282,594326972,'',"""celsius""",1.67824172974,689.975891113
1587851283596435870,,143,,1587851283,593533039,'',"""celsius""",1.67252743244,687.16204834
1587851284597104870,,144,,1587851284,595069885,'',"""celsius""",1.68043959141,691.05847168
1587851285596480954,,145,,1587851285,593717098,'',"""celsius""",1.67164838314,686.729248047
1587851286596633496,,146,,1587851286,594044923,'',"""celsius""",1.6795604229,690.625427246
1587851287597275204,,147,,1587851287,595109939,'',"""celsius""",1.67604398727,688.893493652
1587851288597276121,,148,,1587851288,594309091,'',"""celsius""",1.68263733387,692.141174316
1587851289597257163,,149,,1587851289,594902992,'',"""celsius""",1.67736268044,689.542907715
1587851290596347038,,150,,1587851290,594367980,'',"""celsius""",1.68307697773,692.357727051
1587851291599209704,,151,,1587851291,597248077,'',"""celsius""",1.69098901749,696.256958008
1587851292595916955,,152,,1587851292,593813896,'',"""celsius""",1.68175828457,691.708068848
1587851293596158205,,153,,1587851293,593830108,'',"""celsius""",1.6795604229,690.625427246
1587851294595692580,,154,,1587851294,593626022,'',"""celsius""",1.68263733387,692.141174316
1587851295596465497,,155,,1587851295,594221115,'',"""celsius""",1.68351650238,692.57434082
1587851296595138288,,156,,1587851296,593429088,'',"""celsius""",1.68219780922,691.924621582
1587851297596574080,,157,,1587851297,593775033,'',"""celsius""",1.6861538887,693.873901367
1587851298595993580,,158,,1587851298,593961000,'',"""celsius""",1.69054949284,696.040344238
1587851299599100789,,159,,1587851299,596462011,'',"""celsius""",1.68483519554,693.224060059
1587851300597438872,,160,,1587851300,595360994,'',"""celsius""",1.68879127502,695.173706055
1587851301598252747,,161,,1587851301,596065044,'',"""celsius""",1.68835163116,694.95703125
1587851302595611581,,162,,1587851302,593985080,'',"""celsius""",1.6927472353,697.123718262
1587851303597388623,,163,,1587851303,595153093,'',"""celsius""",1.68351650238,692.57434082
1587851304598267998,,164,,1587851304,596402883,'',"""celsius""",1.68087911606,691.274963379
