timestamp,data
1563849375607671400,0.0
1563849375657600400,0.0
1563849375707681000,0.0
1563849375757635400,0.0
1563849375807646100,0.0
1563849375857573800,0.0
1563849375907630200,0.0
1563849375958034500,0.0
1563849376007643300,0.0
1563849376057560100,0.0
1563849376107699300,0.0
1563849376159618100,0.0
1563849376207753900,0.0
1563849376257569300,0.0
1563849376307629800,0.0
1563849376357571700,0.0
1563849376407648200,0.0
1563849376457626400,0.0
1563849376507627100,0.0
1563849376557671100,0.0
1563849376607778000,0.0
1563849376657678200,0.0
1563849376707740400,0.0
1563849376759956600,0.0
1563849376807975400,0.0
1563849376858036600,0.0
1563849376907908900,0.0
1563849376957976400,0.0
1563849377007948800,0.0
1563849377058090700,0.0
1563849377108093100,0.0
1563849377157810000,0.0
1563849377207983300,0.0
1563849377258186700,0.0
1563849377308131300,0.0
1563849377358006800,0.0
1563849377407917700,0.0
1563849377458224800,0.0
1563849377508010200,0.0
1563849377558316900,0.0
1563849377608199500,0.0
1563849377658280300,0.0
1563849377708013800,0.0
1563849377758716500,0.0
1563849377807772500,0.0
1563849377858079700,0.0
1563849377908005500,0.0
1563849377958174800,0.0
1563849378007882800,0.0
1563849378058347600,0.0
1563849378108080200,0.0
1563849378158291300,0.0
1563849378207947500,0.0
1563849378257846900,0.0
1563849378308083000,0.0
1563849378358027900,0.0
1563849378408234200,0.0
1563849378458100300,0.0
1563849378508134300,0.0
1563849378558384700,0.0
1563849378608060900,0.0
1563849378658260900,0.0
1563849378708093300,0.0
1563849378757871000,0.0
1563849378807979300,0.0
1563849378857853000,0.0
1563849378908169400,0.0
1563849378958125100,0.0
1563849379008125500,0.0
1563849379058125300,0.0
1563849379108313000,0.0
1563849379158130000,0.0
1563849379208291400,0.0
1563849379258164600,0.0
1563849379307839500,0.0
1563849379358081300,0.0
1563849379408118000,0.0
1563849379458192700,0.0
1563849379507902300,0.0
1563849379558228000,0.0
1563849379608181600,0.0
1563849379658241800,0.0
1563849379708120700,0.0
1563849379757687300,0.0
1563849379807900000,0.0
1563849379858160500,0.0
1563849379907903700,0.0
1563849379958004000,0.0
1563849380008106900,0.0
1563849380058132600,0.0
1563849380108216100,0.0
1563849380158326100,0.0
1563849380208215300,0.0
1563849380258240600,0.0
1563849380308424200,0.0
1563849380357832300,0.0
1563849380408213300,0.0
1563849380458196500,0.0
1563849380508105800,0.0
1563849380558271700,0.0
1563849380608027300,0.0
1563849380657941100,0.0
1563849380708178100,0.0
1563849380757697900,0.0
1563849380808010700,0.0
1563849380858116000,0.0
1563849380908142600,0.0
1563849380957816600,0.0
1563849381008251200,0.0
1563849381058200900,0.0
1563849381108231300,0.0
1563849381158200400,0.0
1563849381208257300,0.0
1563849381258317500,0.0
1563849381308315800,0.0
1563849381358306000,0.0
1563849381407851200,0.0
1563849381458190800,0.0
1563849381508186300,0.0
1563849381558008100,0.0
1563849381607983800,0.0
1563849381658112500,0.0
1563849381708018100,0.0
1563849381757700900,0.0
1563849381808255700,0.0
1563849381858210400,0.0
1563849381908202100,0.0
1563849381958008700,0.0
1563849382008008600,0.0
1563849382058188500,0.0
1563849382108129400,0.0
1563849382158179800,0.0
1563849382208009300,0.0
1563849382258452600,0.0
1563849382308290500,0.0
1563849382358618500,0.0
1563849382408230800,0.0
1563849382457838800,0.0
1563849382508092000,0.0
1563849382558098400,0.0
1563849382607970300,0.0
1563849382658099000,0.0
1563849382708210800,0.0
1563849382757653800,0.0
1563849382808131600,0.0
1563849382858135400,0.0
1563849382908124200,0.0
1563849382958218600,0.0
1563849383008310600,0.0
1563849383057873700,0.0
1563849383108279400,0.0
1563849383158190000,0.0
1563849383208040600,0.0
1563849383258316900,0.0
1563849383308143600,0.0
1563849383358416900,0.0
1563849383407968600,0.0
1563849383458306600,0.0
1563849383507747000,0.0
1563849383558318600,0.0
1563849383608192400,0.0
1563849383658206800,0.0
1563849383708270500,0.0
1563849383757900600,0.0
1563849383808020800,0.0
1563849383858104300,0.0
1563849383907986700,0.0
1563849383958305400,0.0
1563849384008141000,0.0
1563849384058193200,0.0
1563849384107962200,0.0
1563849384158192100,0.0
1563849384208194100,0.0
1563849384258025600,0.0
1563849384308208600,0.0
1563849384358257200,0.0
1563849384408250800,0.0
1563849384458224400,0.0
1563849384507969700,0.0
1563849384557935900,0.0
1563849384607961400,0.0
1563849384658194200,0.0
1563849384707995400,0.0
1563849384758962700,0.0
1563849384808062500,0.0
1563849384858167000,0.0
1563849384907968300,0.0
1563849384957960400,0.0
1563849385007947100,0.0
1563849385058201500,0.0
1563849385107859900,0.0
1563849385158231900,0.0
1563849385208016100,0.0
1563849385258021600,0.0
1563849385308009600,0.0
1563849385358129700,0.0
1563849385407938800,0.0
1563849385458325500,0.0
1563849385508192400,0.0
1563849385558268400,0.0
1563849385607953200,0.0
1563849385657891100,0.0
1563849385707988100,0.0
1563849385758023700,0.0
1563849385808134000,0.0
1563849385858116300,0.0
1563849385908153500,0.0
1563849385958160500,0.0
1563849386008018100,0.0
1563849386058193300,0.0
1563849386108118600,0.0
1563849386157953700,0.0
1563849386207956300,0.0
1563849386258320100,0.0
1563849386308018200,0.0
1563849386358106600,0.0
1563849386408014600,0.0
1563849386458072600,0.0
1563849386508080500,0.0
1563849386557956700,0.0
1563849386608060600,0.0
1563849386657865100,0.0
1563849386707946600,0.0
1563849386757970200,0.0
1563849386808138100,0.0
1563849386858107200,0.0
1563849386908219600,0.0
1563849386958196500,0.0
1563849387008230400,0.0
1563849387058208900,0.0
1563849387107979800,0.0
1563849387158244100,0.0
1563849387207855000,0.0
1563849387258186500,0.0
1563849387307951900,0.0
1563849387358151300,0.0
1563849387407907900,0.0
1563849387458224600,0.0
1563849387507977100,0.0
1563849387558264600,0.0
1563849387608101000,0.0
1563849387658254600,0.0
1563849387708185900,0.0
1563849387757966200,0.0
1563849387808100900,0.0
1563849387857947100,0.0
1563849387908188900,0.0
1563849387958157200,0.0
1563849388008130800,0.0
1563849388058159200,0.0
1563849388107916400,0.0
1563849388158031900,0.0
1563849388208046800,0.0
1563849388257916300,0.0
1563849388308017300,0.0
1563849388358058000,0.0
1563849388407951000,0.0
1563849388458154700,0.0
1563849388508034900,0.0
1563849388558323700,0.0
1563849388608076600,0.0
1563849388658311200,0.0
1563849388708042100,0.0
1563849388758125200,0.0
1563849388807771600,0.0
1563849388858164500,0.0
1563849388908116200,0.0
1563849388958216000,0.0
1563849389008128600,0.0
1563849389058197400,0.0
1563849389107947800,0.0
1563849389157980200,0.0
1563849389208182900,0.0
1563849389258241500,0.0
1563849389308036300,0.0
1563849389358210200,0.0
1563849389408135000,0.0
1563849389457883000,0.0
1563849389507978000,0.0
1563849389558120600,0.0
1563849389607952400,0.0
1563849389658068100,0.0
1563849389708162100,0.0
1563849389758107400,0.0
1563849389808024400,0.0
1563849389857924700,0.0
1563849389907925600,0.0
1563849389958199700,0.0
1563849390007764200,0.0
1563849390058207000,0.0
1563849390107880700,0.0
1563849390157947600,0.0
1563849390208050600,0.0
1563849390258115300,0.0
1563849390308154400,0.0
1563849390357976600,0.0
1563849390407966300,0.0
1563849390458101300,0.0
1563849390508123000,0.0
1563849390558223800,0.0
1563849390607967500,0.0
1563849390658141700,0.0
1563849390707842000,0.0
1563849390758209200,0.0
1563849390808309100,0.0
1563849390858129300,0.0
1563849390907783800,0.0
