timestamp,x,y,z,w
1563911127178977076,0.0,0.0,0.0,0.0
1563911127228937316,0.0,0.0,0.0,0.0
1563911127278914438,0.0,0.0,0.0,0.0
1563911127328894579,0.0,0.0,0.0,0.0
1563911127378919395,0.0,0.0,0.0,0.0
1563911127428898924,0.0,0.0,0.0,0.0
1563911127478947613,0.0,0.0,0.0,0.0
1563911127528955302,0.0,0.0,0.0,0.0
1563911127578973630,0.0,0.0,0.0,0.0
1563911127629006259,0.0,0.0,0.0,0.0
1563911127678880808,0.0,0.0,0.0,0.0
1563911127728936610,0.0,0.0,0.0,0.0
1563911127778958163,0.0,0.0,0.0,0.0
1563911127828925316,0.0,0.0,0.0,0.0
1563911127878926405,0.0,0.0,0.0,0.0
1563911127928934650,0.0,0.0,0.0,0.0
1563911127978964715,0.0,0.0,0.0,0.0
1563911128028959050,0.0,0.0,0.0,0.0
1563911128078977192,0.0,0.0,0.0,0.0
1563911128128962257,0.0,0.0,0.0,0.0
1563911128178961502,0.0,0.0,0.0,0.0
1563911128228897774,0.0,0.0,0.0,0.0
1563911128278989746,0.0,0.0,0.0,0.0
1563911128328992316,0.0,0.0,0.0,0.0
1563911128378914819,0.0,0.0,0.0,0.0
1563911128428926101,0.0,0.0,0.0,0.0
1563911128478965114,0.0,0.0,0.0,0.0
1563911128528923566,0.0,0.0,0.0,0.0
1563911128578952139,0.0,0.0,0.0,0.0
1563911128628951901,0.0,0.0,0.0,0.0
1563911128678958406,0.0,0.0,0.0,0.0
1563911128728908215,0.0,0.0,0.0,0.0
1563911128778959888,0.0,0.0,0.0,0.0
1563911128828945712,0.0,0.0,0.0,0.0
1563911128878944718,0.0,0.0,0.0,0.0
1563911128928987282,0.0,0.0,0.0,0.0
1563911128978936901,0.0,0.0,0.0,0.0
1563911129028962357,0.0,0.0,0.0,0.0
1563911129078940028,0.0,0.0,0.0,0.0
1563911129128952080,0.0,0.0,0.0,0.0
1563911129178956050,0.0,0.0,0.0,0.0
1563911129228947873,0.0,0.0,0.0,0.0
1563911129278976610,0.0,0.0,0.0,0.0
1563911129328953618,0.0,0.0,0.0,0.0
1563911129378886445,0.0,0.0,0.0,0.0
1563911129428975490,0.0,0.0,0.0,0.0
1563911129478996734,0.0,0.0,0.0,0.0
1563911129528956216,0.0,0.0,0.0,0.0
1563911129578983555,0.0,0.0,0.0,0.0
1563911129628963396,0.0,0.0,0.0,0.0
1563911129678990502,0.0,0.0,0.0,0.0
1563911129728931137,0.0,0.0,0.0,0.0
1563911129778956295,0.0,0.0,0.0,0.0
1563911129828924107,0.0,0.0,0.0,0.0
1563911129878965943,0.0,0.0,0.0,0.0
1563911129928948638,0.0,0.0,0.0,0.0
1563911129978927184,0.0,0.0,0.0,0.0
1563911130028935361,0.0,0.0,0.0,0.0
1563911130078945747,0.0,0.0,0.0,0.0
1563911130129007236,0.0,0.0,0.0,0.0
1563911130178965591,0.0,0.0,0.0,0.0
1563911130228991854,0.0,0.0,0.0,0.0
1563911130278953323,0.0,0.0,0.0,0.0
1563911130328957870,0.0,0.0,0.0,0.0
1563911130378913483,0.0,0.0,0.0,0.0
1563911130428913287,0.0,0.0,0.0,0.0
1563911130478937325,0.0,0.0,0.0,0.0
1563911130528964315,0.0,0.0,0.0,0.0
1563911130578941222,0.0,0.0,0.0,0.0
1563911130628960165,0.0,0.0,0.0,0.0
1563911130678956969,0.0,0.0,0.0,0.0
1563911130728962371,0.0,0.0,0.0,0.0
1563911130778950511,0.0,0.0,0.0,0.0
1563911130828926875,0.0,0.0,0.0,0.0
1563911130878945914,0.0,0.0,0.0,0.0
1563911130928951268,0.0,0.0,0.0,0.0
1563911130978939602,0.0,0.0,0.0,0.0
1563911131028941544,0.0,0.0,0.0,0.0
1563911131078905700,0.0,0.0,0.0,0.0
1563911131128931759,0.0,0.0,0.0,0.0
1563911131178893218,0.0,0.0,0.0,0.0
1563911131228900822,0.0,0.0,0.0,0.0
1563911131278935440,0.0,0.0,0.0,0.0
1563911131328926193,0.0,0.0,0.0,0.0
1563911131378906904,0.0,0.0,0.0,0.0
1563911131428896545,0.0,0.0,0.0,0.0
1563911131478913132,0.0,0.0,0.0,0.0
1563911131528948002,0.0,0.0,0.0,0.0
1563911131578944877,0.0,0.0,0.0,0.0
1563911131628954401,0.0,0.0,0.0,0.0
1563911131678975044,0.0,0.0,0.0,0.0
1563911131728971090,0.0,0.0,0.0,0.0
1563911131778971808,0.0,0.0,0.0,0.0
1563911131828910498,0.0,0.0,0.0,0.0
1563911131878941237,0.0,0.0,0.0,0.0
1563911131928960889,0.0,0.0,0.0,0.0
1563911131978986311,0.0,0.0,0.0,0.0
1563911132028923020,0.0,0.0,0.0,0.0
1563911132078954623,0.0,0.0,0.0,0.0
1563911132128924416,0.0,0.0,0.0,0.0
1563911132178946283,0.0,0.0,0.0,0.0
1563911132228928825,0.0,0.0,0.0,0.0
1563911132278931587,0.0,0.0,0.0,0.0
1563911132328965956,0.0,0.0,0.0,0.0
1563911132378973737,0.0,0.0,0.0,0.0
1563911132428925380,0.0,0.0,0.0,0.0
1563911132478953306,0.0,0.0,0.0,0.0
1563911132528927667,0.0,0.0,0.0,0.0
1563911132578955454,0.0,0.0,0.0,0.0
1563911132628918063,0.0,0.0,0.0,0.0
1563911132678933942,0.0,0.0,0.0,0.0
1563911132728955934,0.0,0.0,0.0,0.0
1563911132778994176,0.0,0.0,0.0,0.0
1563911132828956534,0.0,0.0,0.0,0.0
1563911132878959460,0.0,0.0,0.0,0.0
1563911132928951683,0.0,0.0,0.0,0.0
1563911132978895135,0.0,0.0,0.0,0.0
1563911133028918146,0.0,0.0,0.0,0.0
1563911133078919118,0.0,0.0,0.0,0.0
1563911133128935035,0.0,0.0,0.0,0.0
1563911133178919266,0.0,0.0,0.0,0.0
1563911133228920211,0.0,0.0,0.0,0.0
1563911133279041797,0.0,0.0,0.0,0.0
1563911133328930465,0.0,0.0,0.0,0.0
1563911133379028952,0.0,0.0,0.0,0.0
1563911133428937514,0.0,0.0,0.0,0.0
1563911133478964771,0.0,0.0,0.0,0.0
1563911133528945885,0.0,0.0,0.0,0.0
1563911133578959791,0.0,0.0,0.0,0.0
1563911133628951768,0.0,0.0,0.0,0.0
1563911133678966541,0.0,0.0,0.0,0.0
1563911133728947301,0.0,0.0,0.0,0.0
1563911133778967052,0.0,0.0,0.0,0.0
1563911133828946267,0.0,0.0,0.0,0.0
1563911133878899101,0.0,0.0,0.0,0.0
1563911133928922746,0.0,0.0,0.0,0.0
1563911133978946250,0.0,0.0,0.0,0.0
1563911134028918893,0.0,0.0,0.0,0.0
1563911134078979950,0.0,0.0,0.0,0.0
1563911134128953879,0.0,0.0,0.0,0.0
1563911134178913623,0.0,0.0,0.0,0.0
1563911134228942015,0.0,0.0,0.0,0.0
1563911134278900783,0.0,0.0,0.0,0.0
1563911134328988280,0.0,0.0,0.0,0.0
1563911134378903982,0.0,0.0,0.0,0.0
1563911134428919677,0.0,0.0,0.0,0.0
1563911134478954188,0.0,0.0,0.0,0.0
1563911134528965102,0.0,0.0,0.0,0.0
1563911134578924139,0.0,0.0,0.0,0.0
1563911134628930407,0.0,0.0,0.0,0.0
1563911134678927995,0.0,0.0,0.0,0.0
1563911134728928843,0.0,0.0,0.0,0.0
1563911134778900696,0.0,0.0,0.0,0.0
1563911134828897905,0.0,0.0,0.0,0.0
1563911134878973837,0.0,0.0,0.0,0.0
1563911134928965026,0.0,0.0,0.0,0.0
1563911134978969149,0.0,0.0,0.0,0.0
1563911135028924866,0.0,0.0,0.0,0.0
1563911135078954669,0.0,0.0,0.0,0.0
1563911135128959462,0.0,0.0,0.0,0.0
1563911135178931375,0.0,0.0,0.0,0.0
1563911135228954485,0.0,0.0,0.0,0.0
1563911135278975284,0.0,0.0,0.0,0.0
1563911135328932428,0.0,0.0,0.0,0.0
1563911135378913272,0.0,0.0,0.0,0.0
1563911135428916809,0.0,0.0,0.0,0.0
1563911135478959624,0.0,0.0,0.0,0.0
1563911135528956247,0.0,0.0,0.0,0.0
1563911135578923133,0.0,0.0,0.0,0.0
1563911135628911004,0.0,0.0,0.0,0.0
1563911135678951262,0.0,0.0,0.0,0.0
1563911135728983754,0.0,0.0,0.0,0.0
1563911135778986854,0.0,0.0,0.0,0.0
1563911135828961548,0.0,0.0,0.0,0.0
1563911135878922237,0.0,0.0,0.0,0.0
1563911135928973136,0.0,0.0,0.0,0.0
1563911135978939008,0.0,0.0,0.0,0.0
1563911136028937099,0.0,0.0,0.0,0.0
1563911136078943748,0.0,0.0,0.0,0.0
1563911136128964881,0.0,0.0,0.0,0.0
1563911136178987472,0.0,0.0,0.0,0.0
1563911136228979463,0.0,0.0,0.0,0.0
1563911136278928887,0.0,0.0,0.0,0.0
1563911136328948251,0.0,0.0,0.0,0.0
1563911136378937194,0.0,0.0,0.0,0.0
1563911136428911083,0.0,0.0,0.0,0.0
1563911136478966608,0.0,0.0,0.0,0.0
1563911136528914373,0.0,0.0,0.0,0.0
1563911136578961335,0.0,0.0,0.0,0.0
1563911136628960296,0.0,0.0,0.0,0.0
1563911136678956238,0.0,0.0,0.0,0.0
1563911136728958648,0.0,0.0,0.0,0.0
1563911136778963264,0.0,0.0,0.0,0.0
1563911136828928955,0.0,0.0,0.0,0.0
1563911136878947168,0.0,0.0,0.0,0.0
1563911136928961654,0.0,0.0,0.0,0.0
1563911136978961142,0.0,0.0,0.0,0.0
1563911137028974611,0.0,0.0,0.0,0.0
1563911137078957883,0.0,0.0,0.0,0.0
1563911137128961443,0.0,0.0,0.0,0.0
1563911137178938857,0.0,0.0,0.0,0.0
1563911137228937402,0.0,0.0,0.0,0.0
1563911137278976098,0.0,0.0,0.0,0.0
1563911137328943948,0.0,0.0,0.0,0.0
1563911137378911480,0.0,0.0,0.0,0.0
1563911137428950078,0.0,0.0,0.0,0.0
1563911137478964866,0.0,0.0,0.0,0.0
1563911137528934644,0.0,0.0,0.0,0.0
1563911137578933389,0.0,0.0,0.0,0.0
1563911137628933884,0.0,0.0,0.0,0.0
1563911137678946051,0.0,0.0,0.0,0.0
1563911137728956355,0.0,0.0,0.0,0.0
1563911137778978284,0.0,0.0,0.0,0.0
1563911137828951869,0.0,0.0,0.0,0.0
1563911137878925497,0.0,0.0,0.0,0.0
1563911137928923926,0.0,0.0,0.0,0.0
1563911137978964951,0.0,0.0,0.0,0.0
1563911138028934835,0.0,0.0,0.0,0.0
1563911138078937862,0.0,0.0,0.0,0.0
1563911138128948601,0.0,0.0,0.0,0.0
1563911138178949918,0.0,0.0,0.0,0.0
1563911138228920953,0.0,0.0,0.0,0.0
1563911138278973120,0.0,0.0,0.0,0.0
1563911138328954222,0.0,0.0,0.0,0.0
1563911138378915303,0.0,0.0,0.0,0.0
1563911138428926356,0.0,0.0,0.0,0.0
1563911138478991326,0.0,0.0,0.0,0.0
1563911138529001033,0.0,0.0,0.0,0.0
1563911138578962163,0.0,0.0,0.0,0.0
1563911138628929729,0.0,0.0,0.0,0.0
1563911138678935785,0.0,0.0,0.0,0.0
1563911138728945669,0.0,0.0,0.0,0.0
1563911138778959106,0.0,0.0,0.0,0.0
1563911138828952297,0.0,0.0,0.0,0.0
1563911138878977973,0.0,0.0,0.0,0.0
1563911138928963570,0.0,0.0,0.0,0.0
1563911138978957621,0.0,0.0,0.0,0.0
1563911139028933678,0.0,0.0,0.0,0.0
1563911139078960465,0.0,0.0,0.0,0.0
1563911139128934684,0.0,0.0,0.0,0.0
1563911139178961236,0.0,0.0,0.0,0.0
1563911139228954946,0.0,0.0,0.0,0.0
1563911139278950921,0.0,0.0,0.0,0.0
1563911139328927684,0.0,0.0,0.0,0.0
1563911139378901029,0.0,0.0,0.0,0.0
1563911139428907320,0.0,0.0,0.0,0.0
1563911139478967570,0.0,0.0,0.0,0.0
1563911139528961125,0.0,0.0,0.0,0.0
1563911139578984066,0.0,0.0,0.0,0.0
1563911139628942224,0.0,0.0,0.0,0.0
1563911139679010367,0.0,0.0,0.0,0.0
1563911139728957000,0.0,0.0,0.0,0.0
1563911139778925155,0.0,0.0,0.0,0.0
1563911139828918612,0.0,0.0,0.0,0.0
1563911139878940426,0.0,0.0,0.0,0.0
1563911139928961339,0.0,0.0,0.0,0.0
1563911139978954463,0.0,0.0,0.0,0.0
1563911140028957580,0.0,0.0,0.0,0.0
1563911140078933781,0.0,0.0,0.0,0.0
1563911140128972144,0.0,0.0,0.0,0.0
1563911140178899634,0.0,0.0,0.0,0.0
1563911140228959029,0.0,0.0,0.0,0.0
1563911140278979643,0.0,0.0,0.0,0.0
1563911140328955434,0.0,0.0,0.0,0.0
1563911140378906105,0.0,0.0,0.0,0.0
1563911140428973250,0.0,0.0,0.0,0.0
1563911140478948597,0.0,0.0,0.0,0.0
1563911140528962321,0.0,0.0,0.0,0.0
1563911140578947686,0.0,0.0,0.0,0.0
1563911140628946723,0.0,0.0,0.0,0.0
1563911140678993212,0.0,0.0,0.0,0.0
1563911140728945605,0.0,0.0,0.0,0.0
1563911140778937786,0.0,0.0,0.0,0.0
1563911140828912590,0.0,0.0,0.0,0.0
1563911140878977777,0.0,0.0,0.0,0.0
1563911140928943203,0.0,0.0,0.0,0.0
1563911140978989308,0.0,0.0,0.0,0.0
1563911141028973894,0.0,0.0,0.0,0.0
1563911141078936867,0.0,0.0,0.0,0.0
1563911141128977023,0.0,0.0,0.0,0.0
1563911141178975683,0.0,0.0,0.0,0.0
1563911141228962699,0.0,0.0,0.0,0.0
1563911141278920237,0.0,0.0,0.0,0.0
1563911141328927165,0.0,0.0,0.0,0.0
1563911141378912797,0.0,0.0,0.0,0.0
1563911141428944208,0.0,0.0,0.0,0.0
1563911141478925932,0.0,0.0,0.0,0.0
1563911141528892329,0.0,0.0,0.0,0.0
1563911141578957693,0.0,0.0,0.0,0.0
1563911141628938553,0.0,0.0,0.0,0.0
1563911141678954523,0.0,0.0,0.0,0.0
1563911141728927587,0.0,0.0,0.0,0.0
1563911141778942557,0.0,0.0,0.0,0.0
1563911141828955918,0.0,0.0,0.0,0.0
1563911141878946186,0.0,0.0,0.0,0.0
1563911141928963331,0.0,0.0,0.0,0.0
1563911141978981881,0.0,0.0,0.0,0.0
1563911142028933369,0.0,0.0,0.0,0.0
1563911142079004933,0.0,0.0,0.0,0.0
1563911142128942752,0.0,0.0,0.0,0.0
1563911142178876409,0.0,0.0,0.0,0.0
1563911142228983563,0.0,0.0,0.0,0.0
1563911142278968969,0.0,0.0,0.0,0.0
1563911142328974053,0.0,0.0,0.0,0.0
1563911142378876141,0.0,0.0,0.0,0.0
1563911142428911317,0.0,0.0,0.0,0.0
1563911142478937440,0.0,0.0,0.0,0.0
1563911142528957056,0.0,0.0,0.0,0.0
1563911142578983183,0.0,0.0,0.0,0.0
1563911142628902495,0.0,0.0,0.0,0.0
1563911142678980044,0.0,0.0,0.0,0.0
1563911142728950258,0.0,0.0,0.0,0.0
1563911142778955762,0.0,0.0,0.0,0.0
1563911142828962524,0.0,0.0,0.0,0.0
1563911142878955542,0.0,0.0,0.0,0.0
1563911142928936155,0.0,0.0,0.0,0.0
1563911142978950605,0.0,0.0,0.0,0.0
1563911143028956040,0.0,0.0,0.0,0.0
1563911143078952222,0.0,0.0,0.0,0.0
1563911143128960929,0.0,0.0,0.0,0.0
1563911143178939975,0.0,0.0,0.0,0.0
1563911143228944765,0.0,0.0,0.0,0.0
1563911143278942992,0.0,0.0,0.0,0.0
1563911143328933942,0.0,0.0,0.0,0.0
1563911143378871210,0.0,0.0,0.0,0.0
1563911143428954467,0.0,0.0,0.0,0.0
1563911143478984442,0.0,0.0,0.0,0.0
1563911143528956121,0.0,0.0,0.0,0.0
1563911143578966998,0.0,0.0,0.0,0.0
1563911143628926834,0.0,0.0,0.0,0.0
1563911143678927942,0.0,0.0,0.0,0.0
1563911143728949556,0.0,0.0,0.0,0.0
1563911143778927193,0.0,0.0,0.0,0.0
1563911143828968306,0.0,0.0,0.0,0.0
1563911143878956567,0.0,0.0,0.0,0.0
1563911143928951596,0.0,0.0,0.0,0.0
1563911143978934141,0.0,0.0,0.0,0.0
1563911144028953223,0.0,0.0,0.0,0.0
1563911144078938563,0.0,0.0,0.0,0.0
1563911144128945562,0.0,0.0,0.0,0.0
1563911144178951253,0.0,0.0,0.0,0.0
1563911144228916056,0.0,0.0,0.0,0.0
1563911144278939890,0.0,0.0,0.0,0.0
1563911144328909590,0.0,0.0,0.0,0.0
1563911144378894944,0.0,0.0,0.0,0.0
1563911144428940994,0.0,0.0,0.0,0.0
1563911144478924443,0.0,0.0,0.0,0.0
1563911144528952274,0.0,0.0,0.0,0.0
1563911144578949243,0.0,0.0,0.0,0.0
1563911144628909288,0.0,0.0,0.0,0.0
1563911144678934168,0.0,0.0,0.0,0.0
1563911144728955591,0.0,0.0,0.0,0.0
1563911144778909104,0.0,0.0,0.0,0.0
1563911144828932729,0.0,0.0,0.0,0.0
1563911144878914546,0.0,0.0,0.0,0.0
1563911144928928177,0.0,0.0,0.0,0.0
1563911144978952263,0.0,0.0,0.0,0.0
1563911145028947315,0.0,0.0,0.0,0.0
1563911145078934724,0.0,0.0,0.0,0.0
1563911145128922764,0.0,0.0,0.0,0.0
1563911145178976197,0.0,0.0,0.0,0.0
1563911145228928967,0.0,0.0,0.0,0.0
1563911145278915177,0.0,0.0,0.0,0.0
1563911145328936785,0.0,0.0,0.0,0.0
1563911145378891399,0.0,0.0,0.0,0.0
1563911145428955410,0.0,0.0,0.0,0.0
1563911145478942367,0.0,0.0,0.0,0.0
1563911145528977817,0.0,0.0,0.0,0.0
1563911145578950540,0.0,0.0,0.0,0.0
1563911145628936473,0.0,0.0,0.0,0.0
1563911145678910807,0.0,0.0,0.0,0.0
