timestamp,linear,x,y,z,angular,x,y,z
1563911130028919424,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911130078926239,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911130128957145,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911130178939733,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911130228934674,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911130278930560,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911130328927276,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911130378892052,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911130428895173,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911130478918382,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911130528919016,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911130578924085,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911130628940687,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911130678936390,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911130728931108,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911130778930786,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911130828910586,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911130878914793,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911130928932064,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911130978924992,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911131028913966,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911131078892205,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911131128912732,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911131178877676,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911131228872064,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911131278919439,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911131328907801,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911131378884831,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911131428859895,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911131478904336,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911131528922344,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911131578906442,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911131628935257,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911131678927170,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911131728943837,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911131778949195,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911131828877336,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911131878925010,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911131928941565,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911131978955407,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911132028900807,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911132078933691,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911132128910079,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911132178925083,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911132228910611,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911132278914609,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911132328931086,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911132378934570,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911132428897946,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911132478934265,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911132528913924,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911132578936799,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911132628894913,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911132678920052,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911132728938024,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911132778972504,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911132828935122,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911132878940849,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911132928935447,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911132978871684,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911133028902157,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911133078901232,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911133128917769,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911133178893403,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911133228901952,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911133278988730,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911133328908722,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911133378964494,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911133428913667,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911133478943763,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911133528924400,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911133578942610,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911133628932397,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911133678938375,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911133728920179,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911133778947801,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911133828915725,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911133878867364,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911133928904163,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911133978925247,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911134028901810,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911134078930872,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911134128933884,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911134178900378,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911134228924068,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911134278885232,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911134328966524,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911134378883743,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911134428888129,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911134478918668,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911134528945084,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911134578899109,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911134628905941,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911134678910512,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911134728911643,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911134778882155,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911134828875773,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911134878936625,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911134928946117,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911134978935827,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911135028904201,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911135078938075,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911135128941274,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911135178913383,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911135228926632,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911135278923055,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911135328912127,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911135378877433,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911135428898869,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911135478935571,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911135528935842,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911135578901074,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911135628889652,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911135678930387,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911135728937533,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911135778963234,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911135828939382,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911135878902610,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911135928951144,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911135978921221,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911136028917448,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911136078920978,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911136128924395,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911136178968321,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911136228915567,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911136278910153,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911136328929320,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911136378926582,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911136428894764,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911136478914587,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911136528894382,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911136578942027,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911136628938396,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911136678938268,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911136728939612,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911136778943323,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911136828912214,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911136878930401,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911136928940366,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911136978941391,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911137028945097,,0.0,0.0,0.0,,0.0,0.0,0.0
1563911137078929413,,0.0,0.0,0.0,,0.0,0.0,0.0
