timestamp,header,seq,stamp,secs,nsecs,frame_id,level,name,msg,file,function,line,topics
1587848907318079087,,1,,1587848906,542956295,'',2,"""/logging/rosbag_record""","""Subscribing to /rosout""","""/home/debian/catkin_ws/src/ros_comm/rosbag/src/recorder.cpp""","""shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe""",212,[/rosout]
1587848907325837379,,2,,1587848906,926675587,'',2,"""/logging/rosbag_record""","""Subscribing to /rosout_agg""","""/home/debian/catkin_ws/src/ros_comm/rosbag/src/recorder.cpp""","""shared_ptr<ros::Subscriber> rosbag::Recorder::subscribe""",212,[/rosout]
1587848920278945422,,1,,1587848920,216991901,'',1,"""/top/tcp_server""","""... service URL is rosrpc://192.168.1.34:42375""","""tcpros_service.py""","""__init__""",565,[/rosout]
1587848920302628505,,2,,1587848920,280616044,'',1,"""/top/tcp_server""","""[/top/tcp_server/get_loggers]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1587848920689555005,,4,,1587848920,663376092,'',1,"""/top/tcp_server""","""... service URL is rosrpc://192.168.1.34:42375""","""tcpros_service.py""","""__init__""",565,[/rosout]
1587848920740210297,,5,,1587848920,738507032,'',1,"""/top/tcp_server""","""[/top/tcp_server/set_logger_level]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1587848920785952755,,2,,1587848920,575433015,'',1,"""/top/exec""","""[/top/exec/get_loggers]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1587848920830969297,,3,,1587848920,807128906,'',1,"""/top/exec""","""... service URL is rosrpc://192.168.1.34:38163""","""tcpros_service.py""","""__init__""",565,[/rosout]
1587848920850999922,,6,,1587848920,848613023,'',2,"""/top/tcp_server""","""Attempting to start server at 192.168.1.34:8001""","""tcp_server.py""","""<module>""",201,[/rosout]
1587848920875050672,,4,,1587848920,852700948,'',1,"""/top/exec""","""[/top/exec/set_logger_level]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1587848920896139380,,7,,1587848920,891199111,'',2,"""/top/tcp_server""","""Started server at 192.168.1.34:8001""","""tcp_server.py""","""<module>""",215,[/rosout]
1587848920969708797,,1,,1587848920,871237039,'',1,"""/top/readiness_admin""","""[/top/readiness_admin/get_loggers]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1587848921099186339,,3,,1587848921,97408056,'',1,"""/top/readiness_admin""","""... service URL is rosrpc://192.168.1.34:42445""","""tcpros_service.py""","""__init__""",565,[/rosout]
1587848921118151422,,4,,1587848921,114618062,'',1,"""/top/readiness_admin""","""[/top/readiness_admin/set_logger_level]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1587848921184742964,,5,,1587848921,171721935,'',1,"""/top/exec""","""node[/top/exec, http://192.168.1.34:42433/] entering spin(), pid[3673]""","""client.py""","""spin""",126,"[/commands, /rosout]"
1587848921631334047,,1,,1587848921,522970914,'',1,"""/top/watchdog""","""[/top/watchdog/get_loggers]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1587848921780770297,,3,,1587848921,767586946,'',1,"""/top/watchdog""","""... service URL is rosrpc://192.168.1.34:43747""","""tcpros_service.py""","""__init__""",565,[/rosout]
1587848921823011005,,4,,1587848921,818911075,'',1,"""/top/watchdog""","""[/top/watchdog/set_logger_level]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
