timestamp,data,secs,nsecs
1587851664922069874,,539,189638853
1587851665922462249,,540,190110922
1587851666920679249,,541,189494848
1587851667921045333,,542,189879894
1587851668919626208,,543,188760042
1587851669920246916,,544,189013004
1587851670921553708,,545,189704895
1587851671921147625,,546,189960003
1587851672921655250,,547,190125942
1587851673921297708,,548,189802885
1587851674920859875,,549,189806938
1587851675921220000,,550,190325022
1587851676920742375,,551,189812899
1587851677921928751,,552,189894915
1587851678920854251,,553,189942837
1587851679920646667,,554,189744949
1587851680921355584,,555,190268993
1587851681922109251,,556,189832926
1587851682920493376,,557,189578056
1587851683920926418,,558,189951897
1587851684920908876,,559,190052032
1587851685920220585,,560,189336061
1587851686921082710,,561,189841986
1587851687920922335,,562,189806938
1587851688920409668,,563,189523935
1587851689920871960,,564,189806938
1587851690921039294,,565,189825058
1587851691920768961,,566,189868927
1587851692920359502,,567,189182043
1587851693921799211,,568,190419912
1587851694920945336,,569,190026998
1587851695920824586,,570,189887047
1587851696920707794,,571,189856052
1587851697920989461,,572,189777851
1587851698921663211,,573,189643860
1587851699921364336,,574,189226866
1587851700921771253,,575,190279961
1587851701921218878,,576,190037966
1587851702922962628,,577,189843893
1587851703920850129,,578,189836979
1587851704920695004,,579,189826012
1587851705920651837,,580,189772844
1587851706920808212,,581,189930916
1587851707920694421,,582,189835072
1587851708920660588,,583,189800978
1587851709921140296,,584,190160990
1587851710920579171,,585,189406872
1587851711920356713,,586,189417839
1587851712920324921,,587,189148903
1587851713920743213,,588,189815044
1587851714922422130,,589,191290855
1587851715922624505,,590,191644907
1587851716921825588,,591,189947844
1587851717920720755,,592,189898014
1587851718920874172,,593,189975977
1587851719920730464,,594,189163923
1587851720920340881,,595,189053059
1587851721920953339,,596,190093040
1587851722921267048,,597,190228939
1587851723920688673,,598,189851046
1587851724920540173,,599,189471960
1587851725939143965,,600,197942018
1587851726921156465,,601,189813852
1587851727922194048,,602,191447020
1587851728919709048,,603,188809872
1587851729921057923,,604,189841986
1587851730920854007,,605,189861059
1587851731920944757,,606,189713955
1587851732921954049,,607,189811945
1587851733920619757,,608,189723015
1587851734920918382,,609,189852953
1587851735923643341,,610,192508936
1587851736922051133,,611,191267014
1587851737920803299,,612,189594984
1587851738920689258,,613,189846992
1587851739920807341,,614,189821959
1587851740919678258,,615,188921928
1587851741920910008,,616,189596891
1587851742921498092,,617,189750910
1587851743923587925,,618,192246914
1587851744920995717,,619,189817905
1587851745923590259,,620,191019058
1587851746932492259,,621,199707985
1587851747920102009,,622,188850880
1587851748921779134,,623,190304041
1587851749921548717,,624,190479994
1587851750921215134,,625,189843893
1587851751920651426,,626,189157009
1587851752920266426,,627,189151049
1587851753920350510,,628,188848972
1587851754920181218,,629,189095020
1587851755921462301,,630,190361023
1587851756921229927,,631,189547062
1587851757922470343,,632,189862967
1587851758921228427,,633,190091848
1587851759921178510,,634,190078020
1587851760920802260,,635,189811945
1587851761920321011,,636,188904047
1587851762921932802,,637,189552069
1587851763920589469,,638,189190865
1587851764921363553,,639,189990997
1587851765926506761,,640,195205927
1587851766920224636,,641,189168930
1587851767921543511,,642,189925909
1587851768922714386,,643,191453934
1587851769922174095,,644,189652920
1587851770920646303,,645,189435005
1587851771921031303,,646,189921856
1587851772920698845,,647,189863920
1587851773921562054,,648,190141916
1587851774920929262,,649,189878941
1587851775922449804,,650,189518928
1587851776920858221,,651,189692974
1587851777921834429,,652,189671040
1587851778922002888,,653,190438032
1587851779921294054,,654,189738989
1587851780921175971,,655,190307856
1587851781921600013,,656,190052032
1587851782920381263,,657,189188957
