timestamp,header,seq,stamp,secs,nsecs,frame_id,level,name,msg,file,function,line,topics
1587847919690684636,,2,,1587847919,585843086,'',1,"""/top/tcp_server""","""[/top/tcp_server/get_loggers]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1587847919811361386,,3,,1587847919,793874025,'',1,"""/top/tcp_server""","""... service URL is rosrpc://192.168.1.34:37921""","""tcpros_service.py""","""__init__""",565,[/rosout]
1587847919862095886,,4,,1587847919,858465909,'',1,"""/top/tcp_server""","""[/top/tcp_server/set_logger_level]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1587847920158688428,,5,,1587847920,1766920,'',1,"""/top/exec""","""[/top/exec/get_loggers]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1587847920217803594,,6,,1587847920,208106994,'',2,"""/top/tcp_server""","""Attempting to start server at 192.168.1.34:8001""","""tcp_server.py""","""<module>""",201,[/rosout]
1587847920248242428,,7,,1587847920,230454921,'',1,"""/top/exec""","""... service URL is rosrpc://192.168.1.34:33379""","""tcpros_service.py""","""__init__""",565,[/rosout]
1587847920268014344,,8,,1587847920,258462905,'',2,"""/top/tcp_server""","""Started server at 192.168.1.34:8001""","""tcp_server.py""","""<module>""",215,[/rosout]
1587847920291689636,,9,,1587847920,272661924,'',1,"""/top/exec""","""[/top/exec/set_logger_level]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1587847920459335761,,10,,1587847920,361275911,'',1,"""/top/readiness_admin""","""[/top/readiness_admin/get_loggers]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1587847920555391386,,11,,1587847920,544964075,'',1,"""/top/readiness_admin""","""... service URL is rosrpc://192.168.1.34:39837""","""tcpros_service.py""","""__init__""",565,[/rosout]
1587847920580376969,,12,,1587847920,568085908,'',1,"""/top/readiness_admin""","""[/top/readiness_admin/set_logger_level]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1587847920784304553,,13,,1587847920,775646924,'',1,"""/top/exec""","""node[/top/exec, http://192.168.1.34:46621/] entering spin(), pid[3481]""","""client.py""","""spin""",126,"[/commands, /rosout]"
1587847920960199178,,14,,1587847920,879852056,'',1,"""/top/watchdog""","""[/top/watchdog/get_loggers]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1587847921136344303,,15,,1587847921,122555017,'',1,"""/top/watchdog""","""... service URL is rosrpc://192.168.1.34:35435""","""tcpros_service.py""","""__init__""",565,[/rosout]
1587847921170258386,,16,,1587847921,151842117,'',1,"""/top/watchdog""","""[/top/watchdog/set_logger_level]: new Service instance""","""tcpros_service.py""","""__init__""",569,[/rosout]
1587847921533947803,,17,,1587847921,527790069,'',1,"""/top/tcp_server""","""connecting to 192.168.1.34 33379""","""tcpros_base.py""","""connect""",554,"[/los, /rosout, /requested_commands]"
1587847921576999636,,18,,1587847921,573621988,'',1,"""/top/tcp_server""","""connecting to 192.168.1.34 39837""","""tcpros_base.py""","""connect""",554,"[/los, /rosout, /requested_commands]"
1587847921643519094,,19,,1587847921,638492107,'',1,"""/top/tcp_server""","""connecting to 192.168.1.34 37921""","""tcpros_base.py""","""connect""",554,"[/los, /rosout, /requested_commands]"
1587847921692119886,,20,,1587847921,678137063,'',1,"""/top/tcp_server""","""connecting to 192.168.1.34 48423""","""tcpros_base.py""","""connect""",554,"[/los, /rosout, /requested_commands]"
1587847921703679511,,21,,1587847921,694816112,'',1,"""/top/tcp_server""","""connecting to 192.168.1.34 45007""","""tcpros_base.py""","""connect""",554,"[/los, /rosout, /requested_commands]"
1587847921793524511,,22,,1587847921,774532079,'',1,"""/top/watchdog""","""node[/top/watchdog, http://192.168.1.34:36243/] entering spin(), pid[3467]""","""client.py""","""spin""",126,"[/commands, /rosout, /uptime]"
