timestamp,data
1587848000165187687,430.538452148
1587848000413980104,431.087921143
1587848000662882020,431.087921143
1587848000913833104,430.26373291
1587848001162833687,430.813201904
1587848001432835729,431.362640381
1587848001677847062,430.538452148
1587848001935024396,431.637359619
1587848002174218812,430.26373291
1587848002421115812,431.362640381
1587848002666687896,430.813201904
1587848002919552979,431.087921143
1587848003169345312,431.362640381
1587848003416355687,431.087921143
1587848003668367604,431.912078857
1587848003923235979,431.912078857
1587848004165252479,432.186828613
1587848004415568354,432.73626709
1587848004666007688,432.186828613
1587848004921473521,433.835174561
1587848005165595646,434.659332275
1587848005415268563,433.560455322
1587848005666250813,434.384613037
1587848005934376563,433.285705566
1587848006169889646,433.285705566
1587848006415723021,435.483520508
1587848006668345521,434.109893799
1587848006933544980,432.461547852
1587848007165634688,432.186828613
1587848007414941480,432.461547852
1587848007666428771,432.73626709
1587848007921026521,433.285705566
1587848008165998938,434.659332275
1587848008415175021,433.835174561
1587848008665170146,433.560455322
1587848008921566438,435.483520508
1587848009165071813,435.20880127
1587848009414861522,434.109893799
1587848009665341522,432.461547852
1587848009921879688,433.560455322
1587848010166557855,433.285705566
1587848010415716147,435.20880127
1587848010666345688,434.934082031
1587848010921491522,436.032958984
1587848011166265105,434.934082031
1587848011418087938,434.934082031
1587848011668658522,435.20880127
1587848011922556647,434.934082031
1587848012168342480,435.758239746
1587848012415261855,434.659332275
1587848012667011814,435.20880127
1587848012921819272,436.30770874
1587848013167723189,436.032958984
1587848013421606522,434.659332275
1587848013667417272,435.758239746
1587848013920881522,434.384613037
1587848014168437147,435.758239746
1587848014414840897,434.384613037
1587848014667453647,435.758239746
1587848014921713314,435.758239746
1587848015168766397,436.032958984
1587848015417318231,434.384613037
1587848015664927397,434.934082031
1587848015921359356,436.30770874
1587848016167416689,436.032958984
1587848016416105897,435.758239746
1587848016668197314,435.20880127
1587848016920548481,434.109893799
1587848017167436731,436.30770874
1587848017416280731,434.934082031
1587848017668869981,434.934082031
1587848017921230814,436.30770874
1587848018170352481,435.483520508
1587848018416097023,435.20880127
1587848018664653856,435.20880127
1587848018920622398,436.582427979
1587848019165779439,437.131866455
1587848019415272898,437.131866455
1587848019665093564,436.032958984
1587848019921289023,436.857147217
1587848020167102731,436.032958984
1587848020416802564,437.131866455
1587848020664841606,437.131866455
1587848020922308106,436.30770874
1587848021165248981,436.30770874
1587848021415525481,436.032958984
1587848021664485356,435.758239746
1587848021920724398,436.582427979
1587848022167164856,435.758239746
1587848022415719190,437.406585693
1587848022666617065,436.582427979
1587848022919726148,436.857147217
1587848023167146565,436.857147217
1587848023415723232,437.681304932
1587848023665378982,436.032958984
