timestamp,data,secs,nsecs
1613697721800576266,,8,113621234
1613697722799749182,,9,113604068
1613697723859430391,,10,113962173
1613697724809680808,,11,123248100
1613697725810453266,,12,116746187
1613697726799889725,,13,113570213
1613697727800537016,,14,113771200
1613697728801414058,,15,115324020
1613697729800148225,,16,113938093
1613697730799844933,,17,113928079
1613697731799819308,,18,113637209
1613697732806174309,,19,116510152
1613697733808723434,,20,115828037
1613697734800725976,,21,113516092
1613697735806052976,,22,116326093
1613697736799563184,,23,113569021
1613697737799568184,,24,113884210
1613697738800244393,,25,114046096
1613697739799503643,,26,113599062
1613697740799192643,,27,113499164
1613697741799717893,,28,114037036
1613697742799960476,,29,113594055
1613697743805234935,,30,117617130
1613697744799709893,,31,113575220
1613697745801437727,,32,114075183
1613697746801476144,,33,114046096
1613697747803322352,,34,115664005
1613697748799928894,,35,113601207
1613697749802707352,,36,116803169
1613697750800587727,,37,114854097
1613697751799209186,,38,113525152
1613697752799417686,,39,113480091
1613697753802223394,,40,114440202
1613697754800310186,,41,113452196
1613697755799697561,,42,113849163
1613697756799664645,,43,113504171
1613697757799262603,,44,113538026
1613697758806430395,,45,118688106
1613697759800046854,,46,113575220
1613697760799290895,,47,113481998
1613697761800662145,,48,114743232
1613697762800251396,,49,113560199
1613697763800187604,,50,114232063
1613697764800506354,,51,113624095
1613697765799286438,,52,113624095
1613697766799357271,,53,113588094
1613697767799777521,,54,114054203
1613697768799881146,,55,113860130
1613697769800382105,,56,114480018
1613697770799286730,,57,113547086
1613697771800401147,,58,113968133
1613697772799627647,,59,113505125
1613697773799311314,,60,113645076
1613697774800076189,,61,113939046
1613697775800444022,,62,114104032
1613697776800516064,,63,113657236
1613697777803261647,,64,114734172
1613697778799878981,,65,113869190
1613697779801918481,,66,115624189
1613697780801110731,,67,115108013
1613697781799805814,,68,113785028
1613697782801209856,,69,114102125
1613697783800089940,,70,113903045
1613697784801462481,,71,113804102
1613697785806884773,,72,114297151
1613697786802989607,,73,113937139
1613697787801117232,,74,113662004
1613697788803113482,,75,115119218
1613697789800588149,,76,113857030
1613697790802170149,,77,115404129
1613697791801912691,,78,115491151
1613697792799819607,,79,113755226
1613697793800050316,,80,114035129
1613697794799803399,,81,113539218
1613697795800758316,,82,114180088
1613697796800121483,,83,114036083
1613697797801687483,,84,113970041
1613697798800812150,,85,114464998
1613697799807476067,,86,114192009
1613697800799960067,,87,113996028
1613697801807000692,,88,115455150
1613697802800096942,,89,113701105
1613697803800052900,,90,113620042
1613697804805970609,,91,117737054
1613697805806550442,,92,118067026
1613697806801373484,,93,114392042
1613697807801929943,,94,113835096
1613697808807204068,,95,121351003
1613697809815337026,,96,128963232
1613697810802879568,,97,116340160
1613697811801358401,,98,115064144
1613697812800686610,,99,114140033
1613697813799462902,,100,113457202
1613697814800497027,,101,113823175
1613697815806077319,,102,117877006
1613697816806246944,,103,118276119
1613697817801938360,,104,115056037
1613697818800292819,,105,113804102
1613697819802421986,,106,113885164
1613697820801168486,,107,113589048
1613697821806337611,,108,117404222
1613697822799735403,,109,113606214
1613697823805966903,,110,113797187
1613697824799752611,,111,113665103
1613697825801487861,,112,113696098
1613697826803609611,,113,117696046
1613697827800933570,,114,113903045
1613697828799602987,,115,113614082
1613697829800084654,,116,113670110
1613697830802594570,,117,115671157
1613697831802841237,,118,114142179
1613697832801148237,,119,113677024
1613697833799406237,,120,113643169
1613697834800210487,,121,113728046
1613697835799767988,,122,113684177
1613697836801111363,,123,114056110
1613697837806657946,,124,116529226
1613697838800016488,,125,113650083
1613697839803521613,,126,117660999
1613697840800294780,,127,113671064
1613697841799996363,,128,114153146
1613697842799583072,,129,113668203
1613697843806413447,,130,118541002
1613697844801039030,,131,113814115
1613697845803077280,,132,116156101
1613697846800088947,,133,113750219
1613697847801407156,,134,115029096
1613697848810300697,,135,117310047
1613697849812967739,,136,126757144
1613697850799658823,,137,113697052
1613697851800094823,,138,113728046
1613697852800229323,,139,114179134
1613697853803898406,,140,117759227
1613697854800727031,,141,114035129
1613697855802921907,,142,116761207
1613697856807562740,,143,117757082
1613697857799872532,,144,113530159
1613697858800476490,,145,113722086
1613697859801048532,,146,114750146
1613697860801060782,,147,113836050
1613697861800613157,,148,113881111
1613697862803332032,,149,114769220
1613697863801070824,,150,113735199
1613697864806815324,,151,117600202
1613697865802615074,,152,115956068
1613697866812429741,,153,122025013
1613697867799607866,,154,113671064
1613697868800379658,,155,114632129
1613697869806753283,,156,117830038
1613697870799820242,,157,113646030
1613697871800967450,,158,114182233
1613697872801967200,,159,115825176
1613697873801413075,,160,114844083
1613697874801115784,,161,113792181
1613697875802586534,,162,114017009
1613697876799616909,,163,113314151
1613697877806253159,,164,117753028
1613697878800324409,,165,114508152
1613697879801449493,,166,113875150
1613697880807169910,,167,118779182
1613697881800331285,,168,114358186
1613697882799766451,,169,113603115
1613697883799485952,,170,113504171
1613697884800264368,,171,113702058
1613697885800399160,,172,114178180
1613697886801391994,,173,113780021
1613697887800285244,,174,113968133
1613697888802344286,,175,116133213
1613697889802601202,,176,114748001
1613697890805372786,,177,115674018
1613697891809489286,,178,123181104
1613697892808292494,,179,118053197
1613697893805958994,,180,116469144
1613697894800456786,,181,113915205
1613697895807976536,,182,117962122
1613697896802998412,,183,115642070
1613697897803446578,,184,116641998
1613697898804631287,,185,115725040
1613697899800179579,,186,113506078
1613697900801460370,,187,113790035
1613697901799939370,,188,113963127
1613697902799674829,,189,113698005
1613697903803699496,,190,117606163
1613697904803322704,,191,117503166
1613697905802079413,,192,113653183
1613697906800170454,,193,114222049
1613697907802158163,,194,116082191
1613697908800692955,,195,113854169
1613697909807562746,,196,121535062
1613697910799398288,,197,113367080
1613697911800080372,,198,113748073
1613697912800465913,,199,114002227
1613697913808426455,,200,121991157
1613697914806286622,,201,116149187
1613697915802781330,,202,115743160
1613697916800363247,,203,113691091
1613697917807856456,,204,117697000
1613697918803733456,,205,116345167
1613697919800131873,,206,113629102
1613697920799870206,,207,113650083
1613697921812407998,,208,118055105
1613697922805180873,,209,117458105
1613697923799335081,,210,113485097
1613697924801047540,,211,114216089
1613697925800031873,,212,113696098
1613697926801609457,,213,114928007
1613697927801414540,,214,115117073
1613697928801929124,,215,114012003
1613697929800791082,,216,114107132
1613697930802327457,,217,114085197
1613697931803275249,,218,116334199
1613697932799560582,,219,113674163
1613697933800371583,,220,114546060
1613697934802102208,,221,116082191
1613697935802919499,,222,114007234
1613697936801631916,,223,115260124
1613697937802850500,,224,114158153
1613697938802670792,,225,114078998
1613697939803015958,,226,113788127
1613697940804748083,,227,118525028
1613697941799965209,,228,113647222
1613697942809239542,,229,118712186
1613697943811486667,,230,125081062
1613697944803228667,,231,114018201
1613697945802308084,,232,115875005
1613697946802353626,,233,115776062
1613697947802449376,,234,113916158
1613697948800248876,,235,113758087
1613697949800539126,,236,114060163
1613697950809581668,,237,118468046
1613697951801419668,,238,113810062
1613697952802002460,,239,115593195
1613697953799903585,,240,113595008
1613697954799812502,,241,113845110
1613697955800101752,,242,113984108
1613697956799995669,,243,113847017
1613697957799929044,,244,113777160
1613697958805463377,,245,116583108
1613697959802384711,,246,115938186
1613697960799887169,,247,113823175
1613697961799749711,,248,113672018
1613697962800784711,,249,114216089
1613697963801008294,,250,114829063
1613697964806993878,,251,116218090
1613697965800761711,,252,113877058
1613697966810708253,,253,120465040
1613697967799650420,,254,113669157
1613697968800971170,,255,114325046
1613697969806926629,,256,119121074
1613697970801473170,,257,114837169
1613697971802118754,,258,115895032
1613697972800566171,,259,113734006
1613697973799927712,,260,113575220
1613697974806117962,,261,117690086
1613697975799416004,,262,113538026
1613697976800074921,,263,113985061
1613697977800344046,,264,113988161
1613697978809016755,,265,118719101
1613697979801509671,,266,115545034
1613697980802637380,,267,113852024
