timestamp,data,secs,nsecs
1613697724191932058,,0,0
1613697725271023391,,0,0
1613697726202634516,,0,0
1613697727180554266,,0,0
1613697728185144433,,0,0
1613697729179902683,,0,0
1613697730180209392,,0,0
1613697731183181767,,0,0
1613697732179709142,,0,0
1613697733180182059,,0,0
1613697734179953309,,0,0
1613697735179723434,,0,0
1613697736180559767,,0,0
1613697737179989101,,0,0
1613697738179599934,,0,0
1613697739181140476,,0,0
1613697740182574309,,0,0
1613697741181427226,,0,0
1613697742180054935,,0,0
1613697743180015602,,0,0
1613697744179899602,,0,0
1613697745180317393,,0,0
1613697746180187602,,0,0
1613697747179687269,,0,0
1613697748181156602,,0,0
1613697749181482019,,0,0
1613697750182698061,,0,0
1613697751181243144,,0,0
1613697752179441436,,0,0
1613697753180263853,,0,0
1613697754180440811,,0,0
1613697755179900145,,0,0
1613697756180191728,,0,0
1613697757180199353,,0,0
1613697758181765020,,0,0
1613697759179947895,,0,0
1613697760181785145,,0,0
1613697761180955354,,0,0
1613697762181286729,,0,0
1613697763179832604,,0,0
1613697764180470896,,0,0
1613697765179788812,,0,0
1613697766184282229,,0,0
1613697767182089729,,0,0
1613697768179712146,,0,0
1613697769179842688,,0,0
1613697770179912855,,0,0
1613697771182778688,,0,0
1613697772186106272,,0,0
1613697773184357147,,0,0
1613697774180260147,,0,0
1613697775181492189,,0,0
1613697776179948314,,0,0
1613697777186467564,,0,0
1613697778182483606,,0,0
1613697779181111356,,0,0
1613697780183021981,,0,0
1613697781180006606,,0,0
1613697782181402023,,0,0
1613697783182102190,,0,0
1613697784180966106,,0,0
1613697785183737690,,0,0
1613697786180217523,,0,0
1613697787181547648,,0,0
1613697788181490190,,0,0
1613697789180342857,,0,0
1613697790180602315,,0,0
1613697791179953982,,0,0
1613697792181172316,,0,0
1613697793182285857,,0,0
1613697794180438649,,0,0
1613697795180157983,,0,0
1613697796182875066,,0,0
1613697797180009608,,0,0
1613697798180782941,,0,0
1613697799183338692,,0,0
1613697800181576983,,0,0
1613697801181615692,,0,0
1613697802180283067,,0,0
1613697803187861192,,0,0
1613697804183780067,,0,0
1613697805182399026,,0,0
1613697806180541942,,0,0
1613697807204495817,,0,0
1613697808191654859,,0,0
1613697809181621443,,0,0
1613697810180070110,,0,0
1613697811181059401,,0,0
1613697812182077860,,0,0
1613697813184014360,,0,0
1613697814180320277,,0,0
1613697815183062568,,0,0
1613697816183972527,,0,0
1613697817181684652,,0,0
1613697818181455152,,0,0
1613697819181245569,,0,0
1613697820180263652,,0,0
1613697821180992444,,0,0
1613697822182539194,,0,0
1613697823183620819,,0,0
1613697824185104736,,0,0
1613697825180610028,,0,0
1613697826180305736,,0,0
1613697827179714653,,0,0
1613697828180032903,,0,0
1613697829180287612,,0,0
1613697830183205029,,0,0
1613697831179518654,,0,0
1613697832181305862,,0,0
1613697833184579446,,0,0
1613697834183239112,,0,0
1613697835189193321,,0,0
1613697836182660946,,0,0
1613697837180742154,,0,0
1613697838182614696,,0,0
1613697839186096446,,0,0
1613697840182384113,,0,0
1613697841227368697,,0,0
1613697842183781488,,0,0
