timestamp,data,secs,nsecs
1582233946533026496,,329399,936902454
1582233947486522880,,329400,891412780
1582233948486244359,,329401,891276667
1582233949486062375,,329402,889573936
1582233950459842156,,329403,864909213
1582233951468693081,,329404,873644144
1582233952474481763,,329405,879518821
1582233953452658881,,329406,857264173
1582233954432170801,,329407,837250482
1582233955484003967,,329408,888855702
1582233956483319019,,329409,888098758
1582233957477733807,,329410,882835987
1582233958527220984,,329411,928734575
1582233959458419098,,329412,863082344
1582233960473506637,,329413,878261253
1582233961518552110,,329414,923279228
1582233962462810239,,329415,867685806
1582233963434939543,,329416,834769146
1582233964427948210,,329417,832984185
1582233965460203993,,329418,865240843
1582233966502136313,,329419,906995548
1582233967445846394,,329420,848015407
1582233968463595042,,329421,868770926
1582233969423655535,,329422,828734382
1582233970427477138,,329423,831489338
1582233971462094711,,329424,867192974
1582233972431459180,,329425,834287697
1582233973433674669,,329426,838533821
1582233974471614974,,329427,876248138
1582233975541999863,,329428,946908012
1582233976510994857,,329429,916077746
1582233977503494274,,329430,908549290
1582233978439466678,,329431,842231656
1582233979478498635,,329432,882831983
1582233980430588213,,329433,834986807
1582233981478945478,,329434,883531020
1582233982517126194,,329435,917491850
1582233983454248829,,329436,859302970
1582233984473677357,,329437,878440764
1582233985508930075,,329438,912633583
1582233986518685026,,329439,923484723
1582233987427521346,,329440,832638525
1582233988510487997,,329441,915335274
1582233989521293641,,329442,926059548
1582233990437967813,,329443,839844717
1582233991484117505,,329444,888680007
1582233992521546149,,329445,926441007
1582233993450020282,,329446,855118337
1582233994507589456,,329447,912684095
1582233995511739816,,329448,916847662
1582233996531249018,,329449,936124044
1582233997438719258,,329450,842206862
1582233998455533155,,329451,860630335
1582233999436664778,,329452,841639465
1582234000453324769,,329453,858305706
1582234001424671530,,329454,828457075
1582234002462283631,,329455,867382311
1582234003424980299,,329456,827034359
1582234004478654620,,329457,878414393
1582234005436856460,,329458,841622575
1582234006474094753,,329459,879133936
1582234007527200735,,329460,932166756
1582234008448205053,,329461,853295650
1582234009423739626,,329462,828706438
1582234010473046783,,329463,874429756
1582234011464912894,,329464,869829293
1582234012518518061,,329465,920204350
1582234013494356245,,329466,891894769
1582234014527063136,,329467,931992284
1582234015459777466,,329468,864837231
1582234016510193816,,329469,913915824
1582234017430657131,,329470,835743562
1582234018426273078,,329471,831425838
1582234019430441293,,329472,832122833
1582234020487799006,,329473,891995903
1582234021464138878,,329474,869141355
1582234022419542724,,329475,824224719
1582234023449779512,,329476,854544169
1582234024449322202,,329477,853988573
1582234025461739248,,329478,864629761
1582234026442126521,,329479,847163204
1582234027480412442,,329480,879824318
1582234028432684970,,329481,837481459
1582234029477112797,,329482,880671147
1582234030422174067,,329483,824303956
1582234031458115916,,329484,863157683
1582234032455161129,,329485,860238643
1582234033420905234,,329486,825854881
1582234034497695447,,329487,899448565
1582234035457765832,,329488,861192607
1582234036427846779,,329489,832921877
1582234037458651965,,329490,863252923
1582234038474764773,,329491,879864662
1582234039448004044,,329492,852398806
1582234040452767203,,329493,857751431
1582234041473289432,,329494,878068755
1582234042479306939,,329495,882264781
1582234043437611806,,329496,840660310
1582234044508314747,,329497,909405736
1582234045442459104,,329498,847565992
1582234046483416892,,329499,888578735
1582234047430467357,,329500,835571744
1582234048445795301,,329501,850384635
1582234049478723045,,329502,883474286
1582234050425544817,,329503,828525241
1582234051455047339,,329504,857151605
1582234052457060706,,329505,861942939
1582234053418350913,,329506,823157234
1582234054466081992,,329507,871024056
1582234055431829491,,329508,835320595
1582234056460337366,,329509,865445504
1582234057509103974,,329510,914052953
1582234058442080241,,329511,847169838
1582234059476760437,,329512,881483471
1582234060470186420,,329513,875277808
1582234061510270021,,329514,915368534
1582234062456032903,,329515,861088960
1582234063479929544,,329516,883545308
1582234064438241512,,329517,843285820
1582234065458590563,,329518,863672952
1582234066487040825,,329519,890559261
1582234067426488776,,329520,831521210
1582234068420421695,,329521,825514042
1582234069431079380,,329522,836205017
1582234070459511147,,329523,864228348
1582234071430340997,,329524,835428552
1582234072448148698,,329525,852772321
1582234073454563667,,329526,859662972
1582234074474883519,,329527,879968866
1582234075504388188,,329528,909490409
1582234076466209925,,329529,871111616
1582234077509998289,,329530,913680049
1582234078458505571,,329531,863424636
1582234079451902864,,329532,856979961
1582234080518316287,,329533,923253934
1582234081462430778,,329534,867305054
1582234082451767885,,329535,856623703
1582234083503688212,,329536,906531311
1582234084450905863,,329537,855754140
1582234085454045110,,329538,859123416
1582234086504089421,,329539,895219181
