timestamp,header,seq,stamp,secs,nsecs,frame_id,unit,voltage,reading
1587852264957399195,,4504,,1587852264,934616088,'',"""psig""",0.919120907784,468.450592041
1587852265183057029,,4505,,1587852265,181138038,'',"""psig""",0.909890174866,462.681365967
1587852265433218529,,4506,,1587852265,431446075,'',"""psig""",0.907252788544,461.032989502
1587852265683447446,,4507,,1587852265,681749105,'',"""psig""",0.909450590611,462.406616211
1587852265932836279,,4508,,1587852265,930937051,'',"""psig""",0.90901106596,462.131896973
1587852266183651987,,4509,,1587852266,181781053,'',"""psig""",0.911648392677,463.78024292
1587852266433582446,,4510,,1587852266,431483983,'',"""psig""",0.909450590611,462.406616211
1587852266684151029,,4511,,1587852266,681926012,'',"""psig""",0.910769283772,463.230804443
1587852266934129612,,4512,,1587852266,931418895,'',"""psig""",0.912087976933,464.054992676
1587852267183419362,,4513,,1587852267,181127071,'',"""psig""",0.911208868027,463.505523682
1587852267433645821,,4514,,1587852267,431504964,'',"""psig""",0.917802274227,467.626403809
1587852267683540279,,4515,,1587852267,681241989,'',"""psig""",0.914285778999,465.428619385
1587852267934624613,,4516,,1587852267,932429075,'',"""psig""",0.926153898239,472.846191406
1587852268183249654,,4517,,1587852268,181405067,'',"""psig""",0.919120907784,468.450592041
1587852268433180654,,4518,,1587852268,431068897,'',"""psig""",0.916923105717,467.076965332
1587852268683596529,,4519,,1587852268,681133985,'',"""psig""",0.920439600945,469.274749756
1587852268933731863,,4520,,1587852268,930978059,'',"""psig""",0.92131870985,469.82421875
1587852269184004613,,4521,,1587852269,181319952,'',"""psig""",0.923076987267,470.923095703
1587852269433373613,,4522,,1587852269,431145906,'',"""psig""",0.922637403011,470.648376465
1587852269682964279,,4523,,1587852269,681260108,'',"""psig""",0.924395680428,471.747283936
1587852269933280238,,4524,,1587852269,931133031,'',"""psig""",0.925714313984,472.571472168
1587852270183226779,,4525,,1587852270,181567907,'',"""psig""",0.927033007145,473.395629883
1587852270433644988,,4526,,1587852270,431365966,'',"""psig""",0.924835205078,472.022003174
1587852270683285321,,4527,,1587852270,681194067,'',"""psig""",0.923076987267,470.923095703
1587852270936432488,,4528,,1587852270,934112071,'',"""psig""",0.910329699516,462.956085205
1587852271185510613,,4529,,1587852271,183593988,'',"""psig""",0.915164887905,465.978057861
