timestamp,header,seq,stamp,secs,nsecs,frame_id,unit,voltage,reading
1587852265745415321,,1125,,1587852265,743570089,'',"""celsius""",0.975384652615,348.155700684
1587852266744696862,,1126,,1587852266,742563962,'',"""celsius""",0.977142930031,349.023101807
1587852267743954904,,1127,,1587852267,742037057,'',"""celsius""",0.978461563587,349.673553467
1587852268746643363,,1128,,1587852268,741735935,'',"""celsius""",0.980659365654,350.757446289
1587852269743640779,,1129,,1587852269,741633892,'',"""celsius""",0.987252771854,354.007598877
1587852270743617363,,1130,,1587852270,741624116,'',"""celsius""",0.989011049271,354.873931885
1587852271745697780,,1131,,1587852271,743510961,'',"""celsius""",1.00615394115,363.312652588
1587852272743954821,,1132,,1587852272,742116928,'',"""celsius""",0.994725346565,357.688446045
1587852273744521197,,1133,,1587852273,741556882,'',"""celsius""",0.997802257538,359.203308105
1587852274750405822,,1134,,1587852274,746407985,'',"""celsius""",1.02461540699,372.384796143
1587852275744362738,,1135,,1587852275,741813898,'',"""celsius""",1.00483524799,362.664031982
1587852276748107822,,1136,,1587852276,745300054,'',"""celsius""",1.03560447693,377.77746582
1587852277745009489,,1137,,1587852277,741806030,'',"""celsius""",1.00703299046,363.745025635
1587852278744081947,,1138,,1587852278,741831064,'',"""celsius""",1.01010990143,365.258026123
1587852279744524489,,1139,,1587852279,741632938,'',"""celsius""",1.00879120827,364.609649658
1587852280754612072,,1140,,1587852280,750502109,'',"""celsius""",0.995604455471,358.121307373
1587852281745000781,,1141,,1587852281,742733001,'',"""celsius""",1.00835168362,364.39352417
1587852282745724948,,1142,,1587852282,742233037,'',"""celsius""",1.00879120827,364.609649658
1587852283748139614,,1143,,1587852283,743741989,'',"""celsius""",1.01934075356,369.794372559
1587852284749008865,,1144,,1587852284,746115922,'',"""celsius""",1.04043960571,380.14855957
1587852285743594948,,1145,,1587852285,741420984,'',"""celsius""",1.00747251511,363.961212158
1587852286745177240,,1146,,1587852286,741791009,'',"""celsius""",1.01142859459,365.906341553
1587852287743683823,,1147,,1587852287,741823911,'',"""celsius""",1.01010990143,365.258026123
1587852288747150032,,1148,,1587852288,745481014,'',"""celsius""",1.04087913036,380.364074707
1587852289745595198,,1149,,1587852289,741564989,'',"""celsius""",1.00835168362,364.39352417
1587852290744213490,,1150,,1587852290,742228984,'',"""celsius""",1.00923085213,364.825805664
1587852291743642740,,1151,,1587852291,741475105,'',"""celsius""",1.00879120827,364.609649658
1587852292743025074,,1152,,1587852292,741369009,'',"""celsius""",1.00527477264,362.880249023
1587852293743588824,,1153,,1587852293,741636037,'',"""celsius""",1.00571429729,363.096466064
1587852294743145491,,1154,,1587852294,741465091,'',"""celsius""",1.00791215897,364.177368164
1587852295743956032,,1155,,1587852295,741604089,'',"""celsius""",1.00439560413,362.447814941
1587852296744707158,,1156,,1587852296,741533041,'',"""celsius""",1.00571429729,363.096466064
