timestamp,header,seq,stamp,secs,nsecs,frame_id,level,name,msg,file,function,line,topics
1563890037303568608,,60,,1563890036,974203560,'',2,"""/hardware/valve_motor""","""Starting motor driver on pins 46, 45""","""/home/foster/git/rocket-os/src/hardware/src/motor_driver.cpp""","""main""",33,[/rosout]
1563890037303901143,,61,,1563890036,980354433,'',2,"""/hardware/pump_motor""","""Starting motor driver on pins 79, 78""","""/home/foster/git/rocket-os/src/hardware/src/motor_driver.cpp""","""main""",33,[/rosout]
1563890037304298763,,62,,1563890036,945036351,'',2,"""/sensors/combustion_thermocouple""","""Starting thermocouple driver on pins 35, 34, at 20 hz""","""/home/foster/git/rocket-os/src/hardware/src/thermocouple_driver.cpp""","""main""",15,[/rosout]
1563890037304927610,,63,,1563890036,972673138,'',2,"""/sensors/tank_transducer""","""Starting pressure transducer driver on pins 91, 90, at 20 hz""","""/home/foster/git/rocket-os/src/hardware/src/pressure_transducer_driver.cpp""","""main""",15,[/rosout]
1563890037305408992,,64,,1563890036,975125355,'',2,"""/sensors/float_switch""","""Starting float switch driver on pins 15, 14, at 20 hz""","""/home/foster/git/rocket-os/src/hardware/src/float_switch_driver.cpp""","""main""",15,[/rosout]
1563890037306040337,,65,,1563890036,983655018,'',2,"""/hardware/solenoid""","""Starting solenoid driver on pins 32, 31""","""/home/foster/git/rocket-os/src/hardware/src/solenoid_driver.cpp""","""main""",26,[/rosout]
1563890037306610442,,66,,1563890036,961929542,'',2,"""/sensors/tank_thermocouple""","""Starting thermocouple driver on pins 35, 34, at 20 hz""","""/home/foster/git/rocket-os/src/hardware/src/thermocouple_driver.cpp""","""main""",15,[/rosout]
1563890037920180028,,67,,1563890037,919745619,'',2,"""/logging/rosbag_record""","""Subscribing to /transmission/incoming""","""/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp""","""shared_ptr<ros",212,[/rosout]
1563890037927716410,,68,,1563890037,927378835,'',2,"""/logging/rosbag_record""","""Subscribing to /sensors/float_switch/state""","""/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp""","""shared_ptr<ros",212,[/rosout]
1563890037934138837,,69,,1563890037,933785301,'',2,"""/logging/rosbag_record""","""Subscribing to /sensors/tank_transducer/pressure""","""/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp""","""shared_ptr<ros",212,[/rosout]
1563890037940414212,,70,,1563890037,940092309,'',2,"""/logging/rosbag_record""","""Subscribing to /sensors/tank_thermocouple/temperature""","""/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp""","""shared_ptr<ros",212,[/rosout]
1563890037947454872,,71,,1563890037,947118751,'',2,"""/logging/rosbag_record""","""Subscribing to /sensors/combustion_thermocouple/temperature""","""/tmp/binarydeb/ros-kinetic-rosbag-1.12.14/src/recorder.cpp""","""shared_ptr<ros",212,[/rosout]
1563890039422993044,,72,,1563890039,422576904,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890047422887086,,73,,1563890047,422461032,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890051422816352,,74,,1563890051,422441005,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890068422877653,,75,,1563890068,422420978,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890073922913469,,76,,1563890073,922477960,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890096422648743,,77,,1563890096,422274112,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890110922922203,,78,,1563890110,922475099,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890118922917030,,79,,1563890118,922501087,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890134923137640,,80,,1563890134,922523975,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890145922972488,,81,,1563890145,922518014,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890168923023812,,82,,1563890168,922512054,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890184423034876,,83,,1563890184,422511100,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890206422616407,,84,,1563890206,422254085,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890207922885087,,85,,1563890207,922426939,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890212922885158,,86,,1563890212,922435045,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890216422883937,,87,,1563890216,422456979,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890238422914057,,88,,1563890238,422470092,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890257422923913,,89,,1563890257,422467947,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890263922989214,,90,,1563890263,922467947,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890264923061814,,91,,1563890264,922508001,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890273422981483,,92,,1563890273,422513961,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890295423017934,,93,,1563890295,422430038,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890301422793614,,94,,1563890301,422380924,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890306422818446,,95,,1563890306,422390937,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890326422859822,,96,,1563890326,422401905,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890351422937972,,97,,1563890351,422483921,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890368422898549,,98,,1563890368,422482013,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890374422904584,,99,,1563890374,422471046,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890379922984840,,100,,1563890379,922504901,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890386422964365,,101,,1563890386,422527074,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890411422927179,,102,,1563890411,422333955,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890436922828586,,103,,1563890436,922408103,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890468922843692,,104,,1563890468,922427892,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890497422850440,,105,,1563890497,422416925,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890534922887313,,106,,1563890534,922440052,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890538922870962,,107,,1563890538,922429084,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890542922853934,,108,,1563890542,922415018,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890547422887363,,109,,1563890547,422458887,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890551922829967,,110,,1563890551,922394037,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890557422816106,,111,,1563890557,422375917,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890572922825396,,112,,1563890572,922399997,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890577922812951,,113,,1563890577,922379016,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890602922862614,,114,,1563890602,922414064,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890613922894073,,115,,1563890613,922444105,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890624422968448,,116,,1563890624,422425031,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
1563890661922863044,,117,,1563890661,922422885,'',2,"""/extra/interested""","""Got a message where id % 28 == 0","""interested.py""","""recieve_packet""",10,"[/rosout, /transmission/incoming]"
